attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.823,"[-1.144, -0.503]",0.320,-5.134,0.000,72,0.150,91708802.601,0.098,-1.000,0.177,0,0,fn
c,-5.057,"[-6.885, -3.229]",1.828,-5.520,0.000,72,0.150,91708802.601,0.098,-6.000,0.943,0,0,fn
s,-2.538,"[-3.529, -1.548]",0.991,-5.114,0.000,72,0.150,91708802.601,0.098,-3.000,0.462,0,0,fn
k0,-0.299,"[-0.881, 0.283]",0.582,-1.027,0.308,72,0.150,91708802.601,0.098,0.000,-0.299,0,0,fp
k1,-0.064,"[-0.42, 0.291]",0.356,-0.361,0.719,72,0.150,91708802.601,0.098,0.000,-0.064,0,0,fp
k2,0.189,"[-0.29, 0.668]",0.479,0.787,0.434,72,0.150,91708802.601,0.098,0.000,0.189,0,0,fp
k3,-0.051,"[-0.51, 0.408]",0.459,-0.222,0.825,72,0.150,91708802.601,0.098,0.000,-0.051,0,0,fp
k4,-0.113,"[-0.702, 0.477]",0.590,-0.381,0.704,72,0.150,91708802.601,0.098,0.000,-0.113,0,0,fp
k5,0.099,"[-0.387, 0.585]",0.486,0.408,0.685,72,0.150,91708802.601,0.098,0.000,0.099,0,0,fp
vot,0.163,,,,,72,0.150,91708802.601,0.098,0.167,-0.004,0,0,fn
tt,-1.073,"[-1.565, -0.582]",0.491,-4.360,0.000,72,0.200,120987535.634,0.113,-1.000,-0.073,0,0,fn
c,-6.544,"[-9.43, -3.659]",2.885,-4.528,0.000,72,0.200,120987535.634,0.113,-6.000,-0.544,0,0,fn
s,-3.582,"[-5.24, -1.925]",1.657,-4.314,0.000,72,0.200,120987535.634,0.113,-3.000,-0.582,0,0,fn
k0,0.596,"[-0.217, 1.409]",0.813,1.464,0.148,72,0.200,120987535.634,0.113,0.000,0.596,0,0,fp
k1,0.489,"[-0.015, 0.994]",0.504,1.938,0.057,72,0.200,120987535.634,0.113,0.000,0.489,0,1,fp
k2,0.152,"[-0.515, 0.819]",0.667,0.456,0.650,72,0.200,120987535.634,0.113,0.000,0.152,0,0,fp
k3,-0.545,"[-1.25, 0.161]",0.706,-1.542,0.128,72,0.200,120987535.634,0.113,0.000,-0.545,0,0,fp
k4,-0.351,"[-1.204, 0.502]",0.853,-0.822,0.414,72,0.200,120987535.634,0.113,0.000,-0.351,0,0,fp
k5,-0.057,"[-0.732, 0.618]",0.675,-0.169,0.866,72,0.200,120987535.634,0.113,0.000,-0.057,0,0,fp
vot,0.164,,,,,72,0.200,120987535.634,0.113,0.167,-0.003,0,0,fn
tt,-0.636,"[-0.83, -0.441]",0.194,-6.529,0.000,72,0.250,76338543.230,0.090,-1.000,0.364,0,0,fn
c,-3.963,"[-5.156, -2.77]",1.193,-6.629,0.000,72,0.250,76338543.230,0.090,-6.000,2.037,0,0,fn
s,-2.087,"[-2.706, -1.469]",0.619,-6.733,0.000,72,0.250,76338543.230,0.090,-3.000,0.913,0,0,fn
k0,-0.006,"[-0.449, 0.438]",0.444,-0.027,0.979,72,0.250,76338543.230,0.090,0.000,-0.006,0,0,fp
k1,0.027,"[-0.266, 0.319]",0.292,0.182,0.856,72,0.250,76338543.230,0.090,0.000,0.027,0,0,fp
k2,-0.203,"[-0.542, 0.136]",0.339,-1.193,0.237,72,0.250,76338543.230,0.090,0.000,-0.203,0,0,fp
k3,0.291,"[-0.066, 0.648]",0.357,1.626,0.109,72,0.250,76338543.230,0.090,0.000,0.291,0,0,fp
k4,0.031,"[-0.385, 0.447]",0.416,0.148,0.883,72,0.250,76338543.230,0.090,0.000,0.031,0,0,fp
k5,-0.494,"[-0.922, -0.065]",0.428,-2.301,0.025,72,0.250,76338543.230,0.090,0.000,-0.494,0,1,fp
vot,0.160,,,,,72,0.250,76338543.230,0.090,0.167,-0.006,0,0,fn
