attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.431,"[-2.263, -0.6]",0.831,-2.871,0.005,97,0.150,206834511.721,0.148,-1.000,-0.431,0,0,fn
c,-8.681,"[-13.74, -3.622]",5.059,-2.862,0.006,97,0.150,206834511.721,0.148,-6.000,-2.681,0,0,fn
s,-4.306,"[-6.652, -1.959]",2.346,-3.061,0.003,97,0.150,206834511.721,0.148,-3.000,-1.306,0,0,fn
k0,0.341,"[-0.478, 1.161]",0.819,0.695,0.489,97,0.150,206834511.721,0.148,0.000,0.341,0,0,fp
k1,0.281,"[-0.475, 1.036]",0.755,0.620,0.537,97,0.150,206834511.721,0.148,0.000,0.281,0,0,fp
k2,0.585,"[-0.553, 1.724]",1.139,0.858,0.394,97,0.150,206834511.721,0.148,0.000,0.585,0,0,fp
k3,-0.056,"[-0.678, 0.566]",0.622,-0.150,0.881,97,0.150,206834511.721,0.148,0.000,-0.056,0,0,fp
k4,-0.463,"[-1.49, 0.563]",1.026,-0.753,0.454,97,0.150,206834511.721,0.148,0.000,-0.463,0,0,fp
k5,-1.171,"[-2.471, 0.129]",1.300,-1.503,0.138,97,0.150,206834511.721,0.148,0.000,-1.171,0,0,fp
vot,0.165,,,,,97,0.150,206834511.721,0.148,0.167,-0.002,0,0,fn
tt,-1.099,"[-1.662, -0.536]",0.563,-3.255,0.002,97,0.200,366137834.260,0.198,-1.000,-0.099,0,0,fn
c,-6.354,"[-9.534, -3.174]",3.180,-3.333,0.001,97,0.200,366137834.260,0.198,-6.000,-0.354,0,0,fn
s,-3.218,"[-4.78, -1.655]",1.563,-3.434,0.001,97,0.200,366137834.260,0.198,-3.000,-0.218,0,0,fn
k0,0.543,"[-0.28, 1.365]",0.823,1.100,0.275,97,0.200,366137834.260,0.198,0.000,0.543,0,0,fp
k1,-0.038,"[-0.839, 0.762]",0.800,-0.079,0.937,97,0.200,366137834.260,0.198,0.000,-0.038,0,0,fp
k2,-0.285,"[-1.281, 0.711]",0.996,-0.477,0.635,97,0.200,366137834.260,0.198,0.000,-0.285,0,0,fp
k3,0.091,"[-0.593, 0.775]",0.684,0.222,0.825,97,0.200,366137834.260,0.198,0.000,0.091,0,0,fp
k4,0.292,"[-0.413, 0.996]",0.704,0.691,0.492,97,0.200,366137834.260,0.198,0.000,0.292,0,0,fp
k5,-0.333,"[-1.161, 0.496]",0.828,-0.670,0.505,97,0.200,366137834.260,0.198,0.000,-0.333,0,0,fp
vot,0.173,,,,,97,0.200,366137834.260,0.198,0.167,0.006,0,0,fn
tt,-0.833,"[-1.284, -0.381]",0.451,-3.076,0.003,97,0.250,519724951.559,0.227,-1.000,0.167,0,0,fn
c,-5.153,"[-7.761, -2.546]",2.608,-3.296,0.002,97,0.250,519724951.559,0.227,-6.000,0.847,0,0,fn
s,-2.989,"[-4.576, -1.403]",1.587,-3.143,0.002,97,0.250,519724951.559,0.227,-3.000,0.011,0,0,fn
k0,0.175,"[-0.56, 0.91]",0.735,0.398,0.692,97,0.250,519724951.559,0.227,0.000,0.175,0,0,fp
k1,0.209,"[-0.616, 1.035]",0.826,0.423,0.674,97,0.250,519724951.559,0.227,0.000,0.209,0,0,fp
k2,0.485,"[-0.611, 1.581]",1.096,0.738,0.463,97,0.250,519724951.559,0.227,0.000,0.485,0,0,fp
k3,-0.627,"[-1.42, 0.167]",0.793,-1.318,0.192,97,0.250,519724951.559,0.227,0.000,-0.627,0,0,fp
k4,0.459,"[-0.243, 1.161]",0.702,1.090,0.280,97,0.250,519724951.559,0.227,0.000,0.459,0,0,fp
k5,0.061,"[-0.785, 0.906]",0.845,0.120,0.905,97,0.250,519724951.559,0.227,0.000,0.061,0,0,fp
vot,0.162,,,,,97,0.250,519724951.559,0.227,0.167,-0.005,0,0,fn
