attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.613,"[-2.326, -0.9]",0.713,-3.767,0.000,59.117,ngd,98,229966930.687,0.154,-1.000,-0.613,0,0,fn
c,-6.650,"[-9.383, -3.918]",2.732,-4.055,0.000,59.117,ngd,98,229966930.687,0.154,-6.000,-0.650,0,0,fn
s,-2.558,"[-3.668, -1.448]",1.110,-3.839,0.000,59.117,ngd,98,229966930.687,0.154,-3.000,0.442,0,0,fn
vot,0.243,,,,,59.117,ngd,98,229966930.687,0.154,0.167,0.076,0,0,fn
tt,-1.447,"[-2.139, -0.756]",0.692,-3.486,0.001,58.091,lm,98,232218741.821,0.155,-1.000,-0.447,0,0,fn
c,-6.935,"[-10.061, -3.81]",3.125,-3.697,0.000,58.091,lm,98,232218741.821,0.155,-6.000,-0.935,0,0,fn
s,-3.280,"[-4.789, -1.771]",1.509,-3.621,0.001,58.091,lm,98,232218741.821,0.155,-3.000,-0.280,0,0,fn
vot,0.209,,,,,58.091,lm,98,232218741.821,0.155,0.167,0.042,0,0,fn
tt,-1.613,"[-2.326, -0.9]",0.713,-3.767,0.000,113.081,ngd+lm,98,229966930.687,0.154,-1.000,-0.613,0,0,fn
c,-6.650,"[-9.383, -3.918]",2.732,-4.055,0.000,113.081,ngd+lm,98,229966930.687,0.154,-6.000,-0.650,0,0,fn
s,-2.558,"[-3.668, -1.448]",1.110,-3.839,0.000,113.081,ngd+lm,98,229966930.687,0.154,-3.000,0.442,0,0,fn
vot,0.243,,,,,113.081,ngd+lm,98,229966930.687,0.154,0.167,0.076,0,0,fn
