stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.947,"[-1.453, -0.441]",0.506,-3.139,0.003
norefined,c,-6.202,"[-9.416, -2.988]",3.214,-3.237,0.002
norefined,s,-3.120,"[-4.738, -1.502]",1.618,-3.234,0.002
norefined,k0,-0.256,"[-1.772, 1.26]",1.516,-0.283,0.778
norefined,k1,1.022,"[-0.329, 2.372]",1.351,1.269,0.211
norefined,k2,1.287,"[0.109, 2.465]",1.178,1.832,0.073
norefined,k3,-1.802,"[-3.496, -0.107]",1.694,-1.784,0.081
norefined,k4,-0.504,"[-1.904, 0.896]",1.400,-0.604,0.549
norefined,k5,-1.257,"[-2.556, 0.042]",1.299,-1.623,0.111
refined,tt,-1.242,"[-1.932, -0.553]",0.690,-3.021,0.004
refined,c,-7.535,"[-11.51, -3.56]",3.975,-3.179,0.003
refined,s,-3.632,"[-5.533, -1.731]",1.901,-3.205,0.002
refined,k0,0.063,"[-0.628, 0.754]",0.691,0.153,0.879
refined,k1,-0.031,"[-0.706, 0.645]",0.675,-0.076,0.940
refined,k2,0.507,"[-0.185, 1.2]",0.693,1.229,0.225
refined,k3,-0.679,"[-1.517, 0.159]",0.838,-1.359,0.180
refined,k4,0.395,"[-0.683, 1.472]",1.078,0.614,0.542
refined,k5,-0.237,"[-1.004, 0.53]",0.767,-0.518,0.607
