stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,36.346,1.857,0.000,0,9,1405956667.212,114494239.923,38
refined,74.246,1.857,0.000,0,9,1405956667.212,58479526.438,38
