stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.397,"[-4.688, 1.894]",3.291,-0.769,0.459
norefined,c,-6.101,"[-19.873, 7.672]",13.772,-0.803,0.441
norefined,s,-2.801,"[-8.959, 3.356]",6.158,-0.825,0.429
norefined,k0,-0.350,"[-4.026, 3.326]",3.676,-0.173,0.866
norefined,k1,0.415,"[-1.859, 2.689]",2.274,0.331,0.748
norefined,k2,1.169,"[-2.298, 4.636]",3.467,0.611,0.555
norefined,k3,-2.174,"[-6.393, 2.046]",4.219,-0.934,0.372
norefined,k4,-0.932,"[-4.696, 2.832]",3.764,-0.449,0.663
norefined,k5,-1.628,"[-8.1, 4.844]",6.472,-0.456,0.658
refined,tt,-0.834,"[-1.563, -0.106]",0.729,-2.075,0.065
refined,c,-4.383,"[-8.72, -0.045]",4.337,-1.831,0.097
refined,s,-2.414,"[-4.644, -0.185]",2.230,-1.962,0.078
refined,k0,0.293,"[-1.268, 1.854]",1.561,0.340,0.741
refined,k1,-1.028,"[-2.65, 0.595]",1.623,-1.148,0.278
refined,k2,1.788,"[-0.34, 3.916]",2.128,1.523,0.159
refined,k3,-2.096,"[-4.731, 0.539]",2.635,-1.442,0.180
refined,k4,-0.437,"[-1.706, 0.832]",1.269,-0.624,0.547
refined,k5,-1.126,"[-3.266, 1.014]",2.140,-0.954,0.363
