stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,87.660,1.727,0.000,0,9,3331375935.502,260767666.508,76
refined,153.973,1.727,0.000,0,9,3331375935.502,153640002.081,76
