attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.848,"[-1.302, -0.393]",0.455,-3.110,0.003,9.929,ngd,58,230222398.847,0.159,-1.000,0.152,0,0,fn
c,-5.603,"[-8.487, -2.719]",2.884,-3.241,0.002,9.929,ngd,58,230222398.847,0.159,-6.000,0.397,0,0,fn
s,-3.495,"[-5.365, -1.625]",1.870,-3.117,0.003,9.929,ngd,58,230222398.847,0.159,-3.000,-0.495,0,0,fn
k0,0.197,"[-0.475, 0.869]",0.672,0.489,0.626,9.929,ngd,58,230222398.847,0.159,0.000,0.197,0,0,fp
k1,-0.150,"[-0.775, 0.474]",0.625,-0.402,0.689,9.929,ngd,58,230222398.847,0.159,0.000,-0.150,0,0,fp
k2,-0.354,"[-1.273, 0.565]",0.919,-0.643,0.522,9.929,ngd,58,230222398.847,0.159,0.000,-0.354,0,0,fp
k3,-0.107,"[-0.616, 0.403]",0.510,-0.349,0.728,9.929,ngd,58,230222398.847,0.159,0.000,-0.107,0,0,fp
k4,1.548,"[0.397, 2.698]",1.151,2.243,0.028,9.929,ngd,58,230222398.847,0.159,0.000,1.548,0,1,fp
k5,-0.755,"[-1.507, -0.002]",0.753,-1.672,0.099,9.929,ngd,58,230222398.847,0.159,0.000,-0.755,0,1,fp
vot,0.151,,,,,9.929,ngd,58,230222398.847,0.159,0.167,-0.015,0,0,fn
tt,-0.959,"[-1.272, -0.646]",0.313,-5.112,0.000,10.209,lm,58,143279792.212,0.126,-1.000,0.041,0,0,fn
c,-5.423,"[-7.095, -3.751]",1.672,-5.409,0.000,10.209,lm,58,143279792.212,0.126,-6.000,0.577,0,0,fn
s,-2.750,"[-3.642, -1.858]",0.892,-5.143,0.000,10.209,lm,58,143279792.212,0.126,-3.000,0.250,0,0,fn
k0,0.391,"[-0.136, 0.917]",0.527,1.236,0.221,10.209,lm,58,143279792.212,0.126,0.000,0.391,0,0,fp
k1,-0.042,"[-0.449, 0.365]",0.407,-0.171,0.865,10.209,lm,58,143279792.212,0.126,0.000,-0.042,0,0,fp
k2,-0.462,"[-1.125, 0.2]",0.663,-1.164,0.249,10.209,lm,58,143279792.212,0.126,0.000,-0.462,0,0,fp
k3,-0.003,"[-0.427, 0.421]",0.424,-0.011,0.991,10.209,lm,58,143279792.212,0.126,0.000,-0.003,0,0,fp
k4,0.122,"[-0.543, 0.787]",0.665,0.306,0.761,10.209,lm,58,143279792.212,0.126,0.000,0.122,0,0,fp
k5,0.038,"[-0.374, 0.449]",0.411,0.152,0.879,10.209,lm,58,143279792.212,0.126,0.000,0.038,0,0,fp
vot,0.177,,,,,10.209,lm,58,143279792.212,0.126,0.167,0.010,0,0,fn
tt,-0.959,"[-1.272, -0.646]",0.313,-5.112,0.000,20.623,ngd+lm,58,143279791.846,0.126,-1.000,0.041,0,0,fn
c,-5.423,"[-7.095, -3.751]",1.672,-5.410,0.000,20.623,ngd+lm,58,143279791.846,0.126,-6.000,0.577,0,0,fn
s,-2.750,"[-3.642, -1.858]",0.892,-5.143,0.000,20.623,ngd+lm,58,143279791.846,0.126,-3.000,0.250,0,0,fn
k0,0.391,"[-0.136, 0.917]",0.527,1.236,0.221,20.623,ngd+lm,58,143279791.846,0.126,0.000,0.391,0,0,fp
k1,-0.042,"[-0.449, 0.365]",0.407,-0.171,0.865,20.623,ngd+lm,58,143279791.846,0.126,0.000,-0.042,0,0,fp
k2,-0.462,"[-1.125, 0.2]",0.663,-1.164,0.249,20.623,ngd+lm,58,143279791.846,0.126,0.000,-0.462,0,0,fp
k3,-0.003,"[-0.427, 0.421]",0.424,-0.011,0.991,20.623,ngd+lm,58,143279791.846,0.126,0.000,-0.003,0,0,fp
k4,0.122,"[-0.543, 0.786]",0.665,0.306,0.761,20.623,ngd+lm,58,143279791.846,0.126,0.000,0.122,0,0,fp
k5,0.038,"[-0.374, 0.449]",0.411,0.152,0.879,20.623,ngd+lm,58,143279791.846,0.126,0.000,0.038,0,0,fp
vot,0.177,,,,,20.623,ngd+lm,58,143279791.846,0.126,0.167,0.010,0,0,fn
