stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.622,"[-1.252, 0.007]",0.629,-1.681,0.104
norefined,c,-4.690,"[-8.774, -0.607]",4.083,-1.952,0.061
norefined,s,-2.644,"[-4.744, -0.544]",2.100,-2.140,0.041
norefined,k0,-1.117,"[-2.043, -0.191]",0.926,-2.049,0.050
norefined,k1,0.357,"[-0.634, 1.349]",0.992,0.612,0.545
norefined,k2,-0.687,"[-1.848, 0.474]",1.161,-1.005,0.323
norefined,k3,0.425,"[-1.167, 2.017]",1.592,0.454,0.654
norefined,k4,0.911,"[-0.509, 2.332]",1.420,1.090,0.285
norefined,k5,0.515,"[-0.443, 1.473]",0.958,0.914,0.368
refined,tt,-8.418,"[-20.019, 3.184]",11.602,-1.233,0.228
refined,c,-46.896,"[-110.839, 17.048]",63.944,-1.246,0.223
refined,s,-23.284,"[-54.558, 7.991]",31.274,-1.265,0.216
refined,k0,-2.208,"[-6.053, 1.637]",3.845,-0.976,0.337
refined,k1,5.854,"[-5.076, 16.784]",10.930,0.910,0.370
refined,k2,-3.583,"[-8.644, 1.477]",5.060,-1.203,0.239
refined,k3,-0.646,"[-4.273, 2.981]",3.627,-0.303,0.764
refined,k4,-0.169,"[-3.278, 2.94]",3.109,-0.092,0.927
refined,k5,1.863,"[-0.953, 4.68]",2.817,1.124,0.270
