stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.591,"[-1.037, -0.146]",0.445,-2.228,0.031
norefined,c,-4.715,"[-7.661, -1.769]",2.946,-2.685,0.010
norefined,s,-2.487,"[-3.917, -1.056]",1.430,-2.916,0.005
norefined,k0,-1.243,"[-2.11, -0.376]",0.867,-2.405,0.020
norefined,k1,0.263,"[-0.615, 1.141]",0.878,0.502,0.618
norefined,k2,-0.713,"[-1.498, 0.071]",0.784,-1.525,0.134
norefined,k3,0.459,"[-0.549, 1.468]",1.009,0.764,0.449
norefined,k4,0.951,"[0.213, 1.69]",0.739,2.160,0.036
norefined,k5,0.540,"[-0.117, 1.196]",0.657,1.379,0.174
refined,tt,-1.334,"[-2.039, -0.629]",0.705,-3.174,0.003
refined,c,-7.541,"[-11.304, -3.778]",3.763,-3.361,0.002
refined,s,-3.645,"[-5.417, -1.872]",1.772,-3.449,0.001
refined,k0,-0.350,"[-0.811, 0.112]",0.461,-1.271,0.210
refined,k1,0.987,"[-0.116, 2.09]",1.103,1.500,0.140
refined,k2,-0.018,"[-0.543, 0.508]",0.526,-0.056,0.956
refined,k3,0.083,"[-0.535, 0.701]",0.618,0.226,0.822
refined,k4,0.188,"[-0.246, 0.622]",0.434,0.725,0.472
refined,k5,-0.171,"[-0.588, 0.246]",0.417,-0.689,0.494
