attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.559,"[-0.727, -0.392]",0.168,-6.044,0.000,15,0.250,5305418.587,0.049,-1.000,0.441,0,0,fn
c,-3.382,"[-4.388, -2.375]",1.007,-6.087,0.000,15,0.250,5305418.587,0.049,-6.000,2.618,0,0,fn
s,-1.283,"[-1.761, -0.805]",0.478,-4.861,0.001,15,0.250,5305418.587,0.049,-3.000,1.717,0,0,fn
k0,0.067,"[-0.298, 0.432]",0.365,0.334,0.745,15,0.250,5305418.587,0.049,0.000,0.067,0,0,fp
k1,0.872,"[0.371, 1.373]",0.501,3.156,0.010,15,0.250,5305418.587,0.049,0.000,0.872,0,1,fp
k2,-0.132,"[-0.431, 0.168]",0.300,-0.796,0.444,15,0.250,5305418.587,0.049,0.000,-0.132,0,0,fp
k3,-1.018,"[-1.783, -0.253]",0.765,-2.411,0.037,15,0.250,5305418.587,0.049,0.000,-1.018,0,1,fp
k4,0.761,"[0.275, 1.247]",0.486,2.836,0.018,15,0.250,5305418.587,0.049,0.000,0.761,0,1,fp
k5,0.009,"[-0.472, 0.49]",0.481,0.033,0.974,15,0.250,5305418.587,0.049,0.000,0.009,0,0,fp
vot,0.165,,,,,15,0.250,5305418.587,0.049,0.167,-0.001,0,0,fn
tt,-8.418,"[-20.019, 3.184]",11.602,-1.233,0.228,15,0.500,30602998.267,0.075,-1.000,-7.418,1,0,fn
c,-46.896,"[-110.839, 17.048]",63.944,-1.246,0.223,15,0.500,30602998.267,0.075,-6.000,-40.896,1,0,fn
s,-23.284,"[-54.558, 7.991]",31.274,-1.265,0.216,15,0.500,30602998.267,0.075,-3.000,-20.284,1,0,fn
k0,-2.208,"[-6.053, 1.637]",3.845,-0.976,0.337,15,0.500,30602998.267,0.075,0.000,-2.208,0,0,fp
k1,5.854,"[-5.076, 16.784]",10.930,0.910,0.370,15,0.500,30602998.267,0.075,0.000,5.854,0,0,fp
k2,-3.583,"[-8.644, 1.477]",5.060,-1.203,0.239,15,0.500,30602998.267,0.075,0.000,-3.583,0,0,fp
k3,-0.646,"[-4.273, 2.981]",3.627,-0.303,0.764,15,0.500,30602998.267,0.075,0.000,-0.646,0,0,fp
k4,-0.169,"[-3.278, 2.94]",3.109,-0.092,0.927,15,0.500,30602998.267,0.075,0.000,-0.169,0,0,fp
k5,1.863,"[-0.953, 4.68]",2.817,1.124,0.270,15,0.500,30602998.267,0.075,0.000,1.863,0,0,fp
vot,0.179,,,,,15,0.500,30602998.267,0.075,0.167,0.013,0,0,fn
tt,-1.334,"[-2.039, -0.629]",0.705,-3.174,0.003,15,0.750,64296642.890,0.091,-1.000,-0.334,0,0,fn
c,-7.541,"[-11.304, -3.778]",3.763,-3.361,0.002,15,0.750,64296642.890,0.091,-6.000,-1.541,0,0,fn
s,-3.645,"[-5.417, -1.872]",1.772,-3.449,0.001,15,0.750,64296642.890,0.091,-3.000,-0.645,0,0,fn
k0,-0.350,"[-0.811, 0.112]",0.461,-1.271,0.210,15,0.750,64296642.890,0.091,0.000,-0.350,0,0,fp
k1,0.987,"[-0.116, 2.09]",1.103,1.500,0.140,15,0.750,64296642.890,0.091,0.000,0.987,0,0,fp
k2,-0.018,"[-0.543, 0.508]",0.526,-0.056,0.956,15,0.750,64296642.890,0.091,0.000,-0.018,0,0,fp
k3,0.083,"[-0.535, 0.701]",0.618,0.226,0.822,15,0.750,64296642.890,0.091,0.000,0.083,0,0,fp
k4,0.188,"[-0.246, 0.622]",0.434,0.725,0.472,15,0.750,64296642.890,0.091,0.000,0.188,0,0,fp
k5,-0.171,"[-0.588, 0.246]",0.417,-0.689,0.494,15,0.750,64296642.890,0.091,0.000,-0.171,0,0,fp
vot,0.177,,,,,15,0.750,64296642.890,0.091,0.167,0.010,0,0,fn
