stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.289,-4.112,-1.754,-1.042,0.498,-1.261,0.921,1.393,0.608,2655402891.531,0.557
norefined,2,-1.914,-4.254,-1.973,-1.140,0.450,-1.162,0.839,1.282,0.619,2114101545.731,0.450
norefined,3,-1.499,-4.383,-2.156,-1.192,0.415,-1.066,0.752,1.198,0.626,1422854984.357,0.342
norefined,4,-1.042,-4.491,-2.281,-1.225,0.404,-0.991,0.686,1.144,0.631,513105055.302,0.232
norefined,5,-0.576,-4.566,-2.402,-1.243,0.414,-0.900,0.640,1.101,0.630,273322716.174,0.126
norefined,6,-1.050,-4.581,-2.325,-1.234,0.312,-0.890,0.574,1.057,0.581,443262132.235,0.229
norefined,7,-0.582,-4.647,-2.448,-1.248,0.329,-0.800,0.538,1.019,0.581,241924430.659,0.125
norefined,8,-1.061,-4.654,-2.362,-1.232,0.241,-0.802,0.487,0.987,0.540,400723087.807,0.228
norefined,9,-0.591,-4.715,-2.487,-1.243,0.263,-0.713,0.459,0.951,0.540,220734474.515,0.125
norefined,10,-1.073,-4.717,-2.395,-1.222,0.185,-0.722,0.419,0.927,0.506,372020814.534,0.227
refined,11,-0.591,-4.715,-2.487,-1.243,0.263,-0.713,0.459,0.951,0.540,220734474.515,0.125
refined,12,-0.928,-5.277,-2.448,-0.316,0.638,0.149,0.148,0.182,0.013,70097057.380,0.176
refined,13,-1.172,-6.624,-3.152,-0.345,0.874,0.122,0.058,0.194,-0.102,64863130.004,0.177
refined,14,-1.266,-7.161,-3.433,-0.342,0.948,0.053,0.073,0.192,-0.160,64375523.520,0.177
refined,15,-1.308,-7.395,-3.561,-0.347,0.976,0.013,0.080,0.191,-0.169,64309081.099,0.177
refined,16,-1.323,-7.480,-3.610,-0.348,0.982,-0.005,0.082,0.189,-0.171,64298686.653,0.177
refined,17,-1.330,-7.518,-3.631,-0.349,0.985,-0.013,0.083,0.188,-0.171,64296983.229,0.177
refined,18,-1.332,-7.532,-3.640,-0.349,0.986,-0.016,0.083,0.188,-0.171,64296698.731,0.177
refined,19,-1.334,-7.539,-3.643,-0.349,0.986,-0.017,0.083,0.188,-0.171,64296650.939,0.177
refined,20,-1.334,-7.541,-3.645,-0.350,0.987,-0.018,0.083,0.188,-0.171,64296642.890,0.177
