stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,17.663,2.347,0.000,19,0,9,1097543023.274,64956788.184
refined,228.747,2.347,0.000,19,0,9,1097543023.274,5305418.587
