stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,22.667,1.857,0.000,38,0,9,1289926836.282,160545677.150
refined,132.596,1.857,0.000,38,0,9,1289926836.282,30602998.267
