stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.919,-4.141,-1.039,1.456,-0.408,1.157,-1.556,-1.559,1.945,1590466167.911,0.222
norefined,2,-0.883,-4.257,-1.248,1.148,-0.334,0.904,-1.512,-1.535,1.789,1381136834.184,0.207
norefined,3,-0.761,-4.382,-1.376,0.854,-0.276,0.664,-1.413,-1.452,1.591,1174306054.096,0.174
norefined,4,-0.757,-4.473,-1.499,0.566,-0.231,0.416,-1.298,-1.377,1.345,971091569.302,0.169
norefined,5,-0.725,-4.559,-1.606,0.277,-0.204,0.189,-1.192,-1.293,1.069,801089402.598,0.159
norefined,6,-0.816,-4.611,-1.713,-0.004,-0.171,-0.010,-1.087,-1.204,0.770,694077675.006,0.177
norefined,7,-0.473,-4.736,-1.742,-0.189,-0.176,-0.060,-1.003,-1.102,0.523,734945850.961,0.100
norefined,8,-0.958,-4.681,-1.772,-0.227,-0.134,-0.092,-0.964,-1.107,0.454,688764277.839,0.205
norefined,9,-0.481,-4.796,-1.758,-0.246,-0.159,-0.039,-0.945,-1.063,0.404,719252255.664,0.100
norefined,10,-0.966,-4.736,-1.794,-0.278,-0.113,-0.073,-0.904,-1.072,0.347,679271339.297,0.204
refined,11,-0.966,-4.736,-1.794,-0.278,-0.113,-0.073,-0.904,-1.072,0.347,679271339.297,0.204
refined,12,-0.520,-3.979,-1.814,-0.198,0.484,0.338,0.003,-0.254,-0.580,590597823.135,0.131
refined,13,-0.695,-4.838,-2.169,-0.199,0.345,0.288,-0.141,-0.373,-0.465,573842391.619,0.144
refined,14,-0.769,-5.273,-2.360,-0.159,0.316,0.268,-0.098,-0.385,-0.515,572099087.002,0.146
refined,15,-0.807,-5.534,-2.485,-0.125,0.312,0.263,-0.061,-0.376,-0.558,571647009.072,0.146
refined,16,-0.832,-5.699,-2.562,-0.109,0.309,0.260,-0.037,-0.371,-0.583,571493678.116,0.146
refined,17,-0.848,-5.807,-2.614,-0.098,0.307,0.258,-0.023,-0.368,-0.599,571434469.891,0.146
refined,18,-0.859,-5.878,-2.647,-0.091,0.305,0.257,-0.013,-0.366,-0.609,571409551.860,0.146
refined,19,-0.866,-5.927,-2.671,-0.086,0.304,0.256,-0.006,-0.365,-0.617,571398433.171,0.146
refined,20,-0.871,-5.961,-2.686,-0.083,0.304,0.255,-0.002,-0.364,-0.621,571393268.304,0.146
