stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,42.309,1.727,0.000,76,0,9,2905218499.356,434695125.624
refined,58.513,1.727,0.000,76,0,9,2905218499.356,327902811.485
