attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.485,"[-0.914, -0.057]",0.429,-2.052,0.067,50,0.250,16194882.491,0.092,-1.000,0.515,0,0,fn
c,-3.302,"[-5.796, -0.807]",2.495,-2.399,0.037,50,0.250,16194882.491,0.092,-6.000,2.698,0,0,fn
s,-1.327,"[-2.451, -0.203]",1.124,-2.139,0.058,50,0.250,16194882.491,0.092,-3.000,1.673,0,0,fn
k0,0.024,"[-0.517, 0.565]",0.541,0.080,0.938,50,0.250,16194882.491,0.092,0.000,0.024,0,0,fp
k1,-0.592,"[-1.827, 0.643]",1.235,-0.869,0.405,50,0.250,16194882.491,0.092,0.000,-0.592,0,0,fp
k2,0.124,"[-0.971, 1.22]",1.095,0.206,0.841,50,0.250,16194882.491,0.092,0.000,0.124,0,0,fp
k3,0.241,"[-0.75, 1.231]",0.990,0.440,0.669,50,0.250,16194882.491,0.092,0.000,0.241,0,0,fp
k4,0.249,"[-0.786, 1.285]",1.035,0.437,0.672,50,0.250,16194882.491,0.092,0.000,0.249,0,0,fp
k5,-0.186,"[-1.315, 0.943]",1.129,-0.298,0.772,50,0.250,16194882.491,0.092,0.000,-0.186,0,0,fp
vot,0.147,,,,,50,0.250,16194882.491,0.092,0.167,-0.020,0,0,fn
tt,-0.747,"[-1.019, -0.474]",0.273,-4.652,0.000,50,0.500,28030932.819,0.085,-1.000,0.253,0,0,fn
c,-5.025,"[-6.952, -3.098]",1.927,-4.431,0.000,50,0.500,28030932.819,0.085,-6.000,0.975,0,0,fn
s,-2.330,"[-3.129, -1.532]",0.799,-4.957,0.000,50,0.500,28030932.819,0.085,-3.000,0.670,0,0,fn
k0,0.219,"[-0.326, 0.764]",0.545,0.682,0.501,50,0.500,28030932.819,0.085,0.000,0.219,0,0,fp
k1,-0.486,"[-1.056, 0.085]",0.571,-1.446,0.159,50,0.500,28030932.819,0.085,0.000,-0.486,0,0,fp
k2,0.388,"[-0.201, 0.977]",0.589,1.118,0.273,50,0.500,28030932.819,0.085,0.000,0.388,0,0,fp
k3,0.060,"[-0.497, 0.617]",0.557,0.184,0.855,50,0.500,28030932.819,0.085,0.000,0.060,0,0,fp
k4,-0.124,"[-0.663, 0.415]",0.539,-0.391,0.699,50,0.500,28030932.819,0.085,0.000,-0.124,0,0,fp
k5,-0.109,"[-0.667, 0.45]",0.559,-0.330,0.744,50,0.500,28030932.819,0.085,0.000,-0.109,0,0,fp
vot,0.149,,,,,50,0.500,28030932.819,0.085,0.167,-0.018,0,0,fn
tt,-0.742,"[-0.901, -0.582]",0.160,-7.794,0.000,50,0.750,45352613.275,0.081,-1.000,0.258,0,0,fn
c,-4.838,"[-5.909, -3.768]",1.070,-7.583,0.000,50,0.750,45352613.275,0.081,-6.000,1.162,0,0,fn
s,-2.378,"[-2.904, -1.852]",0.526,-7.588,0.000,50,0.750,45352613.275,0.081,-3.000,0.622,0,0,fn
k0,0.271,"[0.0, 0.542]",0.271,1.679,0.100,50,0.750,45352613.275,0.081,0.000,0.271,0,1,fp
k1,0.130,"[-0.226, 0.486]",0.356,0.612,0.543,50,0.750,45352613.275,0.081,0.000,0.130,0,0,fp
k2,0.170,"[-0.261, 0.601]",0.431,0.661,0.511,50,0.750,45352613.275,0.081,0.000,0.170,0,0,fp
k3,0.277,"[-0.113, 0.667]",0.390,1.191,0.240,50,0.750,45352613.275,0.081,0.000,0.277,0,0,fp
k4,-0.251,"[-0.601, 0.099]",0.350,-1.205,0.234,50,0.750,45352613.275,0.081,0.000,-0.251,0,0,fp
k5,-0.166,"[-0.52, 0.189]",0.355,-0.784,0.437,50,0.750,45352613.275,0.081,0.000,-0.166,0,0,fp
vot,0.153,,,,,50,0.750,45352613.275,0.081,0.167,-0.013,0,0,fn
