stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,16.325,2.347,0.000,0,9,489471611.414,31190599.314,19
refined,32.471,2.347,0.000,0,9,489471611.414,16194882.491,19
