stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.474,"[-0.809, -0.139]",0.335,-2.373,0.022
norefined,c,-4.465,"[-7.037, -1.893]",2.572,-2.912,0.005
norefined,s,-1.911,"[-3.006, -0.815]",1.095,-2.926,0.005
norefined,k0,0.211,"[-0.456, 0.879]",0.667,0.531,0.598
norefined,k1,-0.627,"[-1.635, 0.381]",1.008,-1.043,0.302
norefined,k2,-1.400,"[-2.73, -0.07]",1.330,-1.765,0.084
norefined,k3,-1.406,"[-2.689, -0.124]",1.282,-1.840,0.072
norefined,k4,0.275,"[-0.565, 1.115]",0.840,0.549,0.585
norefined,k5,-0.991,"[-2.142, 0.16]",1.151,-1.444,0.155
refined,tt,-0.742,"[-0.901, -0.582]",0.160,-7.794,0.000
refined,c,-4.838,"[-5.909, -3.768]",1.070,-7.583,0.000
refined,s,-2.378,"[-2.904, -1.852]",0.526,-7.588,0.000
refined,k0,0.271,"[0.0, 0.542]",0.271,1.679,0.100
refined,k1,0.130,"[-0.226, 0.486]",0.356,0.612,0.543
refined,k2,0.170,"[-0.261, 0.601]",0.431,0.661,0.511
refined,k3,0.277,"[-0.113, 0.667]",0.390,1.191,0.240
refined,k4,-0.251,"[-0.601, 0.099]",0.350,-1.205,0.234
refined,k5,-0.166,"[-0.52, 0.189]",0.355,-0.784,0.437
