stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.352,-4.219,-1.170,1.807,-0.685,0.862,0.170,-1.006,-1.324,3357952418.200,1584,0,0,0.557
norefined,2,-2.071,-4.409,-1.377,1.561,-0.749,0.727,0.097,-1.067,-1.340,2609151053.415,1584,0,0,0.470
norefined,3,-1.707,-4.574,-1.548,1.363,-0.770,0.614,0.042,-1.096,-1.408,1784542569.872,1584,0,0,0.373
norefined,4,-1.313,-4.701,-1.735,1.191,-0.755,0.525,0.014,-1.097,-1.477,1100707975.990,1584,0,0,0.279
norefined,5,-0.905,-4.784,-1.949,1.034,-0.708,0.484,0.033,-1.055,-1.493,591033077.014,1584,0,0,0.189
norefined,6,-0.621,-4.851,-2.210,0.767,-0.636,0.370,0.037,-1.018,-1.418,519274083.546,1584,0,0,0.128
norefined,7,-1.090,-4.825,-2.249,0.646,-0.643,0.303,-0.008,-0.970,-1.351,481534875.870,1584,0,0,0.226
norefined,8,-0.664,-4.911,-2.382,0.469,-0.596,0.216,-0.014,-0.965,-1.301,451071214.256,1584,0,0,0.135
norefined,9,-1.147,-4.880,-2.371,0.393,-0.615,0.180,-0.049,-0.907,-1.242,428417000.492,1584,0,0,0.235
norefined,10,-0.703,-4.963,-2.480,0.236,-0.572,0.102,-0.049,-0.898,-1.201,411835397.621,1584,0,0,0.142
refined,11,-0.703,-4.963,-2.480,0.236,-0.572,0.102,-0.049,-0.898,-1.201,411835397.621,1584,0,0,0.142
refined,12,-1.081,-5.608,-2.760,0.070,-0.496,-0.375,-0.278,0.350,-0.547,289284880.331,1584,0,0,0.193
refined,13,-1.540,-8.450,-4.062,0.336,-0.789,-0.645,-0.403,0.548,-0.924,281861838.608,1584,0,0,0.182
refined,14,-1.497,-8.395,-4.050,0.422,-0.742,-0.576,-0.496,0.668,-0.855,281437753.979,1584,0,0,0.178
refined,15,-1.519,-8.508,-4.097,0.415,-0.769,-0.587,-0.480,0.662,-0.876,281414043.777,1584,0,0,0.179
refined,16,-1.513,-8.472,-4.083,0.413,-0.762,-0.580,-0.479,0.660,-0.866,281412705.943,1584,0,0,0.179
refined,17,-1.516,-8.490,-4.091,0.415,-0.764,-0.582,-0.480,0.661,-0.870,281412554.767,1584,0,0,0.179
refined,18,-1.515,-8.483,-4.088,0.414,-0.763,-0.581,-0.479,0.660,-0.868,281412533.542,1584,0,0,0.179
refined,19,-1.515,-8.486,-4.089,0.414,-0.764,-0.582,-0.479,0.661,-0.869,281412530.323,1584,0,0,0.179
refined,20,-1.515,-8.485,-4.089,0.414,-0.763,-0.582,-0.479,0.661,-0.868,281412529.829,1584,0,0,0.179
