stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.276,-6.220,-4.515,1.311,0.835,-1.006,-1.128,1.733,-1.740,3851012084.997,-0.044
norefined,2,-0.220,-6.233,-4.528,1.307,0.776,-1.015,-1.145,1.733,-1.744,2663659403.864,0.035
norefined,3,-0.714,-6.220,-4.511,1.319,0.705,-0.993,-1.149,1.748,-1.730,1701321636.709,0.115
norefined,4,-1.209,-6.197,-4.469,1.323,0.667,-0.980,-1.142,1.742,-1.706,1464794785.330,0.195
norefined,5,-0.798,-6.262,-4.568,1.369,0.617,-0.824,-1.024,1.682,-1.563,1552895371.933,0.127
norefined,6,-1.291,-6.236,-4.529,1.364,0.570,-0.795,-1.011,1.672,-1.530,1439347007.479,0.207
norefined,7,-0.834,-6.303,-4.610,1.401,0.532,-0.703,-0.924,1.616,-1.442,1485010044.056,0.132
norefined,8,-1.326,-6.276,-4.572,1.393,0.480,-0.666,-0.906,1.606,-1.402,1415933108.081,0.211
norefined,9,-0.858,-6.347,-4.641,1.418,0.443,-0.598,-0.831,1.545,-1.331,1433026856.054,0.135
norefined,10,-1.348,-6.319,-4.601,1.410,0.387,-0.555,-0.809,1.533,-1.285,1391963768.387,0.213
refined,11,-1.348,-6.319,-4.601,1.410,0.387,-0.555,-0.809,1.533,-1.285,1391963768.387,0.213
refined,12,-0.234,-4.513,-0.099,-1.257,-0.713,1.064,1.675,-1.399,3.155,6008257435.954,0.052
refined,13,0.078,5.986,-0.735,3.007,1.549,-1.404,-3.504,3.212,-5.570,10628800881.860,0.013
refined,14,-1.060,-27.653,1.944,-10.616,-3.423,9.806,14.516,-14.394,22.228,11908592392.080,0.038
refined,15,7.760,200.226,-17.775,82.532,29.038,-83.700,-112.847,128.381,-171.274,13589303634.224,0.039
refined,16,430.798,11137.961,-1150.583,5022.561,1713.826,-4469.698,-6154.905,7307.806,-9985.282,12892473810.310,0.039
refined,17,407.321,11156.014,-1107.814,5047.803,1734.812,-4468.528,-6150.028,7287.638,-9973.117,12848285689.967,0.037
refined,18,-10076.300,8237.159,-21148.304,-678.354,-6680.654,-7866.576,-9681.617,-3044.712,-19660.589,2775970045.229,-1.223
refined,19,506.527,11491.716,-36014.292,1876.678,-4080.669,6639.556,-1683.809,1120.298,-19080.973,5891605941.491,0.044
refined,20,507.384,11492.170,-36014.292,1876.274,-4081.308,6639.107,-1683.790,1119.911,-19080.761,5891605941.209,0.044
