stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.154,"[-1.918, -0.391]",0.763,-3.018,0.004
norefined,c,-6.450,"[-12.09, -0.809]",5.641,-2.282,0.026
norefined,s,-4.346,"[-7.009, -1.682]",2.664,-3.256,0.002
norefined,k0,0.624,"[-0.364, 1.612]",0.988,1.261,0.212
norefined,k1,0.197,"[-0.848, 1.242]",1.045,0.376,0.708
norefined,k2,-0.994,"[-2.558, 0.57]",1.564,-1.269,0.209
norefined,k3,-0.775,"[-1.797, 0.246]",1.021,-1.516,0.134
norefined,k4,0.738,"[-0.515, 1.991]",1.253,1.175,0.244
norefined,k5,-1.898,"[-3.536, -0.26]",1.638,-2.313,0.024
refined,tt,-0.966,"[-1.281, -0.652]",0.314,-6.137,0.000
refined,c,-5.684,"[-7.782, -3.586]",2.098,-5.408,0.000
refined,s,-2.843,"[-3.806, -1.881]",0.963,-5.895,0.000
refined,k0,-0.368,"[-0.801, 0.064]",0.433,-1.699,0.094
refined,k1,-0.234,"[-0.652, 0.184]",0.418,-1.119,0.267
refined,k2,-0.342,"[-0.972, 0.287]",0.630,-1.085,0.282
refined,k3,0.069,"[-0.304, 0.441]",0.372,0.368,0.714
refined,k4,0.311,"[-0.244, 0.866]",0.555,1.119,0.267
refined,k5,-0.231,"[-0.756, 0.293]",0.524,-0.881,0.382
