stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,112.985,2.023,0.000,0,9,3086196234.287,190775992.947,76
refined,182.717,2.023,0.000,0,9,3086196234.287,120818614.958,76
