attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.045,"[-1.375, -0.715]",0.330,-5.272,0.000,62.773,ngd,95,237173691.240,0.158,-1.000,-0.045,0,0,fn
c,-6.582,"[-8.584, -4.58]",2.002,-5.477,0.000,62.773,ngd,95,237173691.240,0.158,-6.000,-0.582,0,0,fn
s,-3.619,"[-4.806, -2.432]",1.187,-5.080,0.000,62.773,ngd,95,237173691.240,0.158,-3.000,-0.619,0,0,fn
vot,0.159,,,,,62.773,ngd,95,237173691.240,0.158,0.167,-0.008,0,0,fn
tt,-1.414,"[-1.89, -0.938]",0.476,-4.950,0.000,61.256,lm,95,231756818.905,0.156,-1.000,-0.414,0,0,fn
c,-6.953,"[-9.225, -4.681]",2.272,-5.099,0.000,61.256,lm,95,231756818.905,0.156,-6.000,-0.953,0,0,fn
s,-4.009,"[-5.411, -2.607]",1.402,-4.765,0.000,61.256,lm,95,231756818.905,0.156,-3.000,-1.009,0,0,fn
vot,0.203,,,,,61.256,lm,95,231756818.905,0.156,0.167,0.037,0,0,fn
tt,-1.329,"[-1.774, -0.884]",0.445,-4.974,0.000,119.495,ngd+lm,95,230464369.478,0.156,-1.000,-0.329,0,0,fn
c,-6.635,"[-8.749, -4.521]",2.114,-5.229,0.000,119.495,ngd+lm,95,230464369.478,0.156,-6.000,-0.635,0,0,fn
s,-3.882,"[-5.222, -2.541]",1.341,-4.823,0.000,119.495,ngd+lm,95,230464369.478,0.156,-3.000,-0.882,0,0,fn
vot,0.200,,,,,119.495,ngd+lm,95,230464369.478,0.156,0.167,0.034,0,0,fn
