stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,55.201,2.023,0.000,76,0,9,2657204482.803,315768229.738
refined,196.553,2.023,0.000,76,0,9,2657204482.803,96968758.820
