stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,52.712,2.023,0.000,76,0,9,2748275308.243,340101586.129
refined,178.527,2.023,0.000,76,0,9,2748275308.243,110013491.507
