stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.597,"[-2.82, -0.375]",1.222,-2.609,0.011
norefined,c,-5.658,"[-10.553, -0.763]",4.895,-2.307,0.024
norefined,s,-4.502,"[-8.009, -0.994]",3.508,-2.562,0.013
norefined,k0,0.671,"[-0.972, 2.313]",1.643,0.815,0.418
norefined,k1,0.766,"[-0.613, 2.145]",1.379,1.109,0.272
norefined,k2,0.221,"[-0.584, 1.026]",0.805,0.548,0.586
norefined,k3,-0.413,"[-1.534, 0.708]",1.121,-0.736,0.464
norefined,k4,-0.316,"[-1.099, 0.468]",0.783,-0.804,0.424
norefined,k5,-1.692,"[-3.455, 0.071]",1.763,-1.916,0.060
refined,tt,-1.302,"[-1.689, -0.914]",0.387,-6.706,0.000
refined,c,-7.745,"[-10.209, -5.282]",2.464,-6.275,0.000
refined,s,-4.048,"[-5.235, -2.862]",1.187,-6.810,0.000
refined,k0,-0.290,"[-1.052, 0.472]",0.762,-0.759,0.450
refined,k1,-0.166,"[-0.64, 0.307]",0.473,-0.702,0.485
refined,k2,0.159,"[-0.18, 0.498]",0.339,0.934,0.354
refined,k3,0.302,"[-0.198, 0.801]",0.500,1.205,0.233
refined,k4,0.389,"[0.021, 0.758]",0.369,2.109,0.039
refined,k5,-0.427,"[-0.933, 0.079]",0.506,-1.683,0.097
