stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.248,"[-2.184, -0.312]",0.936,-2.660,0.010
norefined,c,-5.665,"[-10.056, -1.273]",4.391,-2.575,0.012
norefined,s,-4.590,"[-7.787, -1.392]",3.198,-2.865,0.006
norefined,k0,0.678,"[-0.666, 2.022]",1.344,1.007,0.318
norefined,k1,0.871,"[-0.424, 2.166]",1.295,1.342,0.184
norefined,k2,0.034,"[-0.757, 0.825]",0.791,0.086,0.932
norefined,k3,-0.256,"[-1.163, 0.652]",0.908,-0.562,0.576
norefined,k4,-0.405,"[-1.182, 0.372]",0.777,-1.040,0.302
norefined,k5,-1.672,"[-3.541, 0.197]",1.869,-1.786,0.079
refined,tt,-1.238,"[-1.693, -0.782]",0.456,-5.423,0.000
refined,c,-7.381,"[-10.316, -4.447]",2.934,-5.021,0.000
refined,s,-3.399,"[-4.576, -2.222]",1.177,-5.765,0.000
refined,k0,-0.190,"[-1.019, 0.64]",0.830,-0.456,0.650
refined,k1,-0.004,"[-0.588, 0.579]",0.583,-0.014,0.989
refined,k2,-0.020,"[-0.421, 0.382]",0.402,-0.098,0.922
refined,k3,0.351,"[-0.238, 0.94]",0.589,1.189,0.239
refined,k4,0.073,"[-0.348, 0.493]",0.421,0.346,0.730
refined,k5,-0.185,"[-0.755, 0.384]",0.570,-0.649,0.518
