stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.172,"[-1.933, -0.411]",0.761,-3.072,0.003
norefined,c,-5.573,"[-9.298, -1.848]",3.725,-2.986,0.004
norefined,s,-4.612,"[-7.314, -1.91]",2.702,-3.407,0.001
norefined,k0,0.626,"[-0.91, 2.163]",1.536,0.814,0.419
norefined,k1,0.843,"[-0.33, 2.016]",1.173,1.435,0.156
norefined,k2,0.489,"[-0.487, 1.464]",0.976,1.000,0.321
norefined,k3,-0.454,"[-1.49, 0.581]",1.035,-0.876,0.384
norefined,k4,-0.589,"[-1.418, 0.241]",0.830,-1.416,0.162
norefined,k5,-1.747,"[-3.519, 0.026]",1.773,-1.967,0.053
refined,tt,-0.932,"[-1.226, -0.638]",0.294,-6.328,0.000
refined,c,-5.465,"[-7.204, -3.727]",1.739,-6.274,0.000
refined,s,-2.761,"[-3.606, -1.916]",0.845,-6.523,0.000
refined,k0,-0.208,"[-0.91, 0.495]",0.703,-0.590,0.557
refined,k1,-0.034,"[-0.466, 0.399]",0.432,-0.155,0.877
refined,k2,0.544,"[0.144, 0.943]",0.400,2.717,0.008
refined,k3,-0.056,"[-0.493, 0.381]",0.437,-0.257,0.798
refined,k4,0.261,"[-0.043, 0.564]",0.304,1.714,0.091
refined,k5,-0.305,"[-0.771, 0.161]",0.466,-1.306,0.196
