stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.267,"[-2.581, 0.047]",1.314,-1.924,0.059
norefined,c,-7.785,"[-15.585, 0.014]",7.800,-1.992,0.050
norefined,s,-3.570,"[-7.201, 0.06]",3.630,-1.963,0.054
norefined,k0,-0.200,"[-1.304, 0.905]",1.105,-0.361,0.719
norefined,k1,-0.469,"[-1.752, 0.814]",1.283,-0.730,0.468
norefined,k2,-0.366,"[-1.705, 0.973]",1.339,-0.546,0.587
norefined,k3,0.388,"[-0.941, 1.716]",1.329,0.582,0.562
norefined,k4,0.111,"[-1.23, 1.451]",1.341,0.165,0.870
norefined,k5,-1.198,"[-2.616, 0.221]",1.418,-1.686,0.097
refined,tt,-1.078,"[-1.656, -0.5]",0.578,-3.724,0.000
refined,c,-4.827,"[-7.723, -1.931]",2.896,-3.327,0.001
refined,s,-2.879,"[-4.444, -1.315]",1.565,-3.673,0.000
refined,k0,0.273,"[-0.454, 0.999]",0.726,0.749,0.457
refined,k1,-0.185,"[-0.94, 0.57]",0.755,-0.488,0.627
refined,k2,-0.404,"[-1.234, 0.426]",0.830,-0.972,0.335
refined,k3,-0.272,"[-1.12, 0.577]",0.848,-0.639,0.525
refined,k4,-0.390,"[-1.269, 0.489]",0.879,-0.885,0.379
refined,k5,-0.162,"[-0.906, 0.582]",0.744,-0.435,0.665
