stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.678,-7.585,-3.234,0.164,-0.873,0.035,1.566,1.868,-1.633,588315784.985,0.089
norefined,2,-1.172,-7.574,-3.175,0.153,-0.866,0.012,1.535,1.850,-1.623,438786522.445,0.155
norefined,3,-0.806,-7.615,-3.331,0.127,-0.685,-0.051,1.463,1.633,-1.638,468160652.005,0.106
norefined,4,-1.298,-7.601,-3.273,0.109,-0.674,-0.075,1.421,1.607,-1.612,411676846.039,0.171
norefined,5,-0.880,-7.636,-3.417,0.081,-0.548,-0.113,1.361,1.429,-1.623,412751994.383,0.115
norefined,6,-1.368,-7.623,-3.355,0.054,-0.540,-0.138,1.304,1.389,-1.581,384512393.125,0.179
norefined,7,-0.940,-7.661,-3.483,0.013,-0.439,-0.176,1.236,1.212,-1.586,367907220.392,0.123
norefined,8,-1.421,-7.651,-3.414,-0.026,-0.438,-0.198,1.162,1.158,-1.525,353040430.212,0.186
norefined,9,-0.989,-7.698,-3.520,-0.081,-0.358,-0.240,1.085,0.977,-1.519,324827964.547,0.128
norefined,10,-1.467,-7.685,-3.452,-0.120,-0.355,-0.249,1.005,0.924,-1.444,320032071.676,0.191
refined,11,-1.467,-7.685,-3.452,-0.120,-0.355,-0.249,1.005,0.924,-1.444,320032071.676,0.191
refined,12,-0.610,-4.472,-2.068,-0.165,0.468,0.367,-0.382,0.144,-0.259,231584478.069,0.136
refined,13,-0.717,-4.727,-2.157,-0.191,0.347,0.078,-0.205,0.537,-0.524,185378419.433,0.152
refined,14,-0.773,-5.011,-2.296,-0.189,0.382,0.111,-0.210,0.525,-0.561,184639700.127,0.154
refined,15,-0.813,-5.281,-2.401,-0.197,0.404,0.151,-0.227,0.542,-0.587,184397409.969,0.154
refined,16,-0.845,-5.508,-2.487,-0.205,0.423,0.184,-0.246,0.559,-0.608,184254452.335,0.153
refined,17,-0.872,-5.702,-2.559,-0.212,0.441,0.214,-0.262,0.575,-0.627,184162733.149,0.153
refined,18,-0.896,-5.869,-2.621,-0.219,0.458,0.240,-0.276,0.589,-0.643,184100459.084,0.153
refined,19,-0.916,-6.016,-2.676,-0.226,0.473,0.265,-0.289,0.602,-0.657,184056164.340,0.152
refined,20,-0.934,-6.146,-2.724,-0.231,0.487,0.287,-0.300,0.614,-0.670,184023447.681,0.152
