stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.467,"[-2.534, -0.4]",1.067,-2.744,0.008
norefined,c,-7.685,"[-13.301, -2.07]",5.615,-2.732,0.008
norefined,s,-3.452,"[-6.034, -0.87]",2.582,-2.669,0.010
norefined,k0,-0.120,"[-1.175, 0.936]",1.055,-0.226,0.822
norefined,k1,-0.355,"[-1.366, 0.656]",1.011,-0.701,0.485
norefined,k2,-0.249,"[-1.735, 1.237]",1.486,-0.334,0.739
norefined,k3,1.005,"[-0.532, 2.542]",1.537,1.305,0.196
norefined,k4,0.924,"[-0.422, 2.27]",1.346,1.371,0.175
norefined,k5,-1.444,"[-2.804, -0.084]",1.360,-2.119,0.038
refined,tt,-0.934,"[-1.419, -0.45]",0.485,-3.848,0.000
refined,c,-6.146,"[-9.673, -2.62]",3.526,-3.479,0.001
refined,s,-2.724,"[-4.074, -1.373]",1.350,-4.027,0.000
refined,k0,-0.231,"[-0.863, 0.4]",0.631,-0.732,0.467
refined,k1,0.487,"[-0.183, 1.156]",0.669,1.451,0.151
refined,k2,0.287,"[-0.659, 1.233]",0.946,0.605,0.547
refined,k3,-0.300,"[-1.08, 0.479]",0.780,-0.769,0.445
refined,k4,0.614,"[-0.183, 1.41]",0.797,1.538,0.129
refined,k5,-0.670,"[-1.359, 0.02]",0.690,-1.939,0.057
