stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.678,-7.585,-3.234,0.164,-0.873,0.035,1.566,1.868,-1.633,1019136981.643,0.089
norefined,2,-1.172,-7.570,-3.176,0.150,-0.871,0.032,1.542,1.867,-1.600,888591615.471,0.155
norefined,3,-0.756,-7.611,-3.308,0.111,-0.690,-0.014,1.514,1.728,-1.564,960436303.539,0.099
norefined,4,-1.248,-7.596,-3.242,0.088,-0.692,-0.016,1.480,1.720,-1.519,873158444.605,0.164
norefined,5,-0.805,-7.636,-3.360,0.045,-0.555,-0.052,1.454,1.598,-1.493,927532206.208,0.105
norefined,6,-1.294,-7.620,-3.289,0.018,-0.563,-0.050,1.414,1.585,-1.439,859234366.802,0.170
norefined,7,-0.841,-7.663,-3.394,-0.032,-0.453,-0.083,1.386,1.464,-1.417,900937882.214,0.110
norefined,8,-1.328,-7.647,-3.321,-0.062,-0.465,-0.077,1.342,1.447,-1.356,845035764.494,0.174
norefined,9,-0.871,-7.693,-3.414,-0.120,-0.375,-0.111,1.309,1.322,-1.336,875658939.594,0.113
norefined,10,-1.357,-7.677,-3.339,-0.150,-0.388,-0.101,1.264,1.303,-1.269,829576463.272,0.177
refined,11,-1.357,-7.677,-3.339,-0.150,-0.388,-0.101,1.264,1.303,-1.269,829576463.272,0.177
refined,12,-0.324,-2.946,-0.952,-0.516,0.557,0.416,-0.277,0.181,0.079,865090508.428,0.110
refined,13,-0.198,-0.898,-0.464,-0.021,0.004,-0.097,0.734,0.193,-0.330,613019357.765,0.220
refined,14,-0.182,-1.097,-0.442,-0.026,0.101,0.040,0.332,0.188,-0.139,513176568.884,0.166
refined,15,-0.186,-1.131,-0.462,-0.016,0.098,0.032,0.350,0.205,-0.132,512503083.432,0.165
refined,16,-0.187,-1.135,-0.464,-0.017,0.099,0.032,0.349,0.205,-0.133,512486867.269,0.165
refined,17,-0.187,-1.137,-0.464,-0.018,0.099,0.032,0.350,0.206,-0.134,512485845.454,0.164
refined,18,-0.187,-1.137,-0.464,-0.018,0.099,0.032,0.350,0.206,-0.134,512485772.649,0.164
refined,19,-0.187,-1.137,-0.464,-0.018,0.099,0.032,0.350,0.206,-0.134,512485767.373,0.164
refined,20,-0.187,-1.138,-0.464,-0.018,0.099,0.032,0.350,0.206,-0.134,512485766.989,0.164
