stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.678,-7.585,-3.234,0.164,-0.873,0.035,1.566,1.868,-1.633,756397749.158,0.089
norefined,2,-1.161,-7.592,-3.159,0.139,-0.886,-0.003,1.500,1.806,-1.629,530738064.369,0.153
norefined,3,-0.923,-7.659,-3.304,0.034,-0.847,-0.086,1.314,1.469,-1.619,518786931.494,0.121
norefined,4,-1.397,-7.657,-3.237,-0.007,-0.855,-0.119,1.227,1.374,-1.576,469110882.157,0.182
norefined,5,-1.014,-7.723,-3.336,-0.090,-0.821,-0.175,1.099,1.127,-1.550,412277301.884,0.131
norefined,6,-1.482,-7.716,-3.279,-0.124,-0.805,-0.200,1.006,1.015,-1.478,389676188.655,0.192
norefined,7,-1.088,-7.781,-3.368,-0.190,-0.743,-0.247,0.891,0.777,-1.442,336609876.908,0.140
norefined,8,-1.563,-7.751,-3.334,-0.186,-0.688,-0.237,0.822,0.698,-1.355,334233908.721,0.202
norefined,9,-1.150,-7.805,-3.426,-0.221,-0.588,-0.263,0.729,0.485,-1.314,282583280.338,0.147
norefined,10,-1.626,-7.764,-3.399,-0.199,-0.526,-0.228,0.666,0.431,-1.221,291219300.954,0.209
refined,11,-1.150,-7.805,-3.426,-0.221,-0.588,-0.263,0.729,0.485,-1.314,282583280.338,0.147
refined,12,-0.586,-2.305,-1.343,0.183,0.500,0.356,-0.715,-0.401,0.368,495850730.842,0.254
refined,13,-0.812,-4.037,-2.166,0.120,0.182,-0.059,-0.498,-0.194,0.047,168894276.520,0.201
refined,14,-0.997,-5.351,-2.674,0.024,0.067,-0.022,-0.180,-0.115,-0.176,144174912.654,0.186
refined,15,-0.983,-5.315,-2.655,-0.006,0.054,-0.017,-0.092,-0.121,-0.213,143639526.279,0.185
refined,16,-0.984,-5.310,-2.658,-0.001,0.047,-0.023,-0.085,-0.130,-0.211,143636743.557,0.185
refined,17,-0.984,-5.307,-2.657,-0.001,0.046,-0.023,-0.084,-0.130,-0.211,143636684.010,0.185
refined,18,-0.984,-5.307,-2.657,-0.001,0.046,-0.023,-0.084,-0.131,-0.211,143636681.890,0.185
refined,19,-0.984,-5.307,-2.657,-0.001,0.046,-0.023,-0.084,-0.131,-0.211,143636681.741,0.185
refined,20,-0.984,-5.307,-2.657,-0.001,0.046,-0.023,-0.084,-0.131,-0.211,143636681.723,0.185
