stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,59.433,1.727,0.000,0,9,2821667579.303,314092007.370,76
refined,92.847,1.727,0.000,0,9,2821667579.303,209446082.644,76
