stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.359,"[-2.499, -0.218]",1.141,-2.377,0.020
norefined,c,-5.987,"[-11.568, -0.407]",5.581,-2.141,0.036
norefined,s,-3.600,"[-6.686, -0.515]",3.086,-2.329,0.023
norefined,k0,-0.486,"[-1.351, 0.379]",0.865,-1.121,0.266
norefined,k1,-0.074,"[-0.994, 0.846]",0.920,-0.160,0.873
norefined,k2,0.012,"[-0.92, 0.944]",0.932,0.025,0.980
norefined,k3,0.525,"[-0.53, 1.58]",1.055,0.994,0.324
norefined,k4,-0.478,"[-1.59, 0.633]",1.111,-0.859,0.393
norefined,k5,-0.414,"[-1.386, 0.558]",0.972,-0.850,0.399
refined,tt,-1.845,"[-3.657, -0.032]",1.812,-2.031,0.046
refined,c,-10.728,"[-21.275, -0.182]",10.546,-2.030,0.046
refined,s,-5.367,"[-10.455, -0.28]",5.087,-2.106,0.039
refined,k0,-0.339,"[-1.364, 0.686]",1.025,-0.661,0.511
refined,k1,0.192,"[-1.009, 1.392]",1.200,0.319,0.751
refined,k2,-0.183,"[-1.34, 0.973]",1.156,-0.316,0.753
refined,k3,-0.037,"[-1.126, 1.052]",1.089,-0.068,0.946
refined,k4,0.021,"[-1.124, 1.166]",1.145,0.037,0.971
refined,k5,-0.477,"[-1.56, 0.606]",1.083,-0.879,0.383
