stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.632,"[-1.153, -0.111]",0.521,-2.422,0.018
norefined,c,-5.693,"[-9.941, -1.445]",4.248,-2.675,0.009
norefined,s,-2.426,"[-3.975, -0.877]",1.549,-3.126,0.003
norefined,k0,0.300,"[-0.597, 1.197]",0.897,0.668,0.507
norefined,k1,1.280,"[0.044, 2.516]",1.236,2.067,0.043
norefined,k2,0.411,"[-0.65, 1.471]",1.061,0.773,0.442
norefined,k3,-0.947,"[-1.777, -0.117]",0.830,-2.278,0.026
norefined,k4,0.914,"[0.12, 1.708]",0.794,2.298,0.025
norefined,k5,-0.884,"[-2.283, 0.516]",1.399,-1.261,0.212
refined,tt,-1.039,"[-1.519, -0.56]",0.479,-4.328,0.000
refined,c,-6.441,"[-9.266, -3.615]",2.826,-4.549,0.000
refined,s,-3.048,"[-4.441, -1.654]",1.393,-4.366,0.000
refined,k0,0.105,"[-0.544, 0.753]",0.648,0.323,0.748
refined,k1,0.199,"[-0.409, 0.807]",0.608,0.654,0.516
refined,k2,0.224,"[-0.434, 0.882]",0.658,0.680,0.499
refined,k3,0.222,"[-0.428, 0.871]",0.650,0.681,0.498
refined,k4,0.027,"[-0.489, 0.544]",0.516,0.106,0.916
refined,k5,-0.148,"[-0.781, 0.485]",0.633,-0.466,0.643
