stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.345,"[-2.04, -0.65]",0.695,-3.863,0.000
norefined,c,-7.125,"[-10.763, -3.488]",3.638,-3.910,0.000
norefined,s,-3.370,"[-5.097, -1.642]",1.728,-3.893,0.000
norefined,k0,-0.528,"[-1.374, 0.317]",0.846,-1.247,0.217
norefined,k1,-0.591,"[-1.265, 0.084]",0.675,-1.747,0.085
norefined,k2,0.271,"[-0.264, 0.806]",0.535,1.011,0.316
norefined,k3,0.387,"[-0.464, 1.238]",0.851,0.908,0.367
norefined,k4,-0.201,"[-1.215, 0.813]",1.014,-0.396,0.694
norefined,k5,0.678,"[-0.132, 1.487]",0.810,1.671,0.099
refined,tt,-1.324,"[-1.902, -0.747]",0.577,-4.580,0.000
refined,c,-8.227,"[-11.794, -4.66]",3.567,-4.604,0.000
refined,s,-3.919,"[-5.63, -2.209]",1.711,-4.573,0.000
refined,k0,-0.076,"[-0.734, 0.581]",0.658,-0.232,0.817
refined,k1,-0.139,"[-0.628, 0.35]",0.489,-0.567,0.573
refined,k2,0.115,"[-0.331, 0.561]",0.446,0.514,0.609
refined,k3,-0.517,"[-1.32, 0.286]",0.803,-1.284,0.203
refined,k4,0.602,"[-0.352, 1.556]",0.954,1.259,0.212
refined,k5,0.207,"[-0.251, 0.666]",0.459,0.903,0.370
