stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,125.675,2.023,0.000,76,0,9,2788776172.702,155957077.162
refined,304.831,2.023,0.000,76,0,9,2788776172.702,66482536.633
