stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,27.201,2.347,0.000,19,0,9,696686969.873,27341445.258
refined,68.962,2.347,0.000,19,0,9,696686969.873,11046921.499
