stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,51.210,1.857,0.000,38,0,9,1473508472.128,87226478.866
refined,51.210,1.857,0.000,38,0,9,1473508472.128,87226478.866
