stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.760,"[-2.671, -0.849]",0.911,-3.239,0.002
norefined,c,-8.077,"[-12.058, -4.096]",3.981,-3.403,0.001
norefined,s,-4.546,"[-6.931, -2.162]",2.385,-3.197,0.002
norefined,k0,-1.642,"[-2.881, -0.403]",1.239,-2.223,0.031
norefined,k1,-0.533,"[-1.424, 0.358]",0.891,-1.003,0.321
norefined,k2,1.184,"[-0.309, 2.676]",1.492,1.330,0.190
norefined,k3,0.589,"[-0.349, 1.528]",0.938,1.053,0.298
norefined,k4,0.843,"[-0.132, 1.818]",0.975,1.450,0.154
norefined,k5,-1.168,"[-2.47, 0.134]",1.302,-1.505,0.139
refined,tt,-1.194,"[-1.531, -0.857]",0.337,-5.940,0.000
refined,c,-8.423,"[-10.898, -5.949]",2.475,-5.709,0.000
refined,s,-3.709,"[-4.808, -2.609]",1.099,-5.659,0.000
refined,k0,0.418,"[-0.161, 0.996]",0.579,1.210,0.232
refined,k1,-0.261,"[-0.744, 0.222]",0.483,-0.907,0.369
refined,k2,-0.131,"[-0.966, 0.704]",0.835,-0.262,0.794
refined,k3,-0.204,"[-0.634, 0.226]",0.430,-0.794,0.431
refined,k4,-0.623,"[-1.117, -0.129]",0.494,-2.117,0.039
refined,k5,0.685,"[-0.018, 1.388]",0.703,1.633,0.109
