stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,73.634,1.727,0.000,76,0,9,3194892893.694,293348289.760
refined,104.187,1.727,0.000,76,0,9,3194892893.694,213060956.763
