stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.437,-5.986,-3.519,1.889,0.556,0.236,-0.635,0.333,0.493,983391310.735,0.073
norefined,2,-0.889,-6.034,-3.472,1.756,0.519,0.138,-0.657,0.305,0.386,595069178.503,0.147
norefined,3,-1.115,-6.155,-3.360,1.420,0.430,0.024,-0.630,0.362,0.202,461563163.841,0.181
norefined,4,-1.012,-6.301,-3.241,1.043,0.318,-0.079,-0.587,0.479,0.049,360139295.246,0.161
norefined,5,-1.149,-6.403,-3.111,0.668,0.283,-0.138,-0.468,0.543,-0.153,308742729.231,0.179
norefined,6,-0.755,-6.500,-3.152,0.523,0.127,-0.180,-0.384,0.468,-0.305,351651242.278,0.116
norefined,7,-1.235,-6.444,-3.160,0.477,0.210,-0.159,-0.317,0.475,-0.351,299230613.015,0.192
norefined,8,-0.773,-6.524,-3.218,0.436,0.078,-0.199,-0.307,0.428,-0.411,337620911.303,0.118
norefined,9,-1.254,-6.468,-3.221,0.391,0.164,-0.175,-0.245,0.451,-0.443,293348289.760,0.194
norefined,10,-0.787,-6.551,-3.269,0.370,0.040,-0.218,-0.246,0.403,-0.489,329746320.446,0.120
refined,11,-1.254,-6.468,-3.221,0.391,0.164,-0.175,-0.245,0.451,-0.443,293348289.760,0.194
refined,12,-1.500,-9.255,-4.581,0.018,0.028,-0.209,0.821,0.229,-0.460,235368762.379,0.162
refined,13,-2.232,-13.654,-6.959,-0.180,0.388,-0.597,1.523,-0.046,-0.956,220319635.085,0.163
refined,14,-2.709,-16.377,-8.368,-0.250,0.540,-0.841,1.859,-0.174,-1.436,218033782.219,0.165
refined,15,-2.730,-16.329,-8.221,-0.178,0.345,-0.927,1.747,0.040,-1.681,216769164.179,0.167
refined,16,-2.979,-17.649,-8.845,-0.169,0.334,-1.081,1.784,0.135,-2.173,215375123.488,0.169
refined,17,-3.219,-18.882,-9.388,-0.123,0.235,-1.260,1.776,0.317,-2.684,214072161.816,0.170
refined,18,-3.544,-20.659,-10.276,-0.110,0.220,-1.479,1.867,0.425,-3.202,213426347.788,0.172
refined,19,-3.742,-21.702,-10.811,-0.099,0.176,-1.640,1.915,0.503,-3.479,213180663.768,0.172
refined,20,-3.896,-22.497,-11.243,-0.102,0.158,-1.769,1.977,0.528,-3.644,213060956.763,0.173
