stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.940,-4.922,-2.550,-1.961,-0.716,-0.912,-1.263,-1.447,-1.440,604051321.393,1584,0,0,0.191
norefined,2,-1.325,-4.939,-2.707,-1.818,-0.762,-0.827,-1.203,-1.352,-1.256,494198794.424,1584,0,0,0.268
norefined,3,-0.948,-5.022,-2.925,-1.732,-0.788,-0.771,-1.156,-1.303,-1.064,421608575.817,1584,0,0,0.189
norefined,4,-1.370,-5.023,-3.026,-1.600,-0.818,-0.689,-1.092,-1.212,-0.908,377160260.271,1584,0,0,0.273
norefined,5,-0.941,-5.091,-3.201,-1.527,-0.841,-0.644,-1.034,-1.192,-0.768,342056163.499,1584,0,0,0.185
norefined,6,-1.405,-5.083,-3.223,-1.428,-0.848,-0.583,-0.979,-1.112,-0.665,315356229.733,1584,0,0,0.276
norefined,7,-0.959,-5.146,-3.375,-1.360,-0.869,-0.547,-0.917,-1.104,-0.550,299596068.576,1584,0,0,0.186
norefined,8,-1.434,-5.136,-3.357,-1.277,-0.858,-0.499,-0.864,-1.029,-0.476,276114445.205,1584,0,0,0.279
norefined,9,-0.977,-5.197,-3.493,-1.215,-0.877,-0.473,-0.802,-1.028,-0.378,273466285.369,1584,0,0,0.188
norefined,10,-1.456,-5.184,-3.452,-1.142,-0.849,-0.432,-0.753,-0.956,-0.322,248969894.658,1584,0,0,0.281
refined,11,-1.456,-5.184,-3.452,-1.142,-0.849,-0.432,-0.753,-0.956,-0.322,248969894.658,1584,0,0,0.281
refined,12,-0.486,-3.372,-1.833,0.427,0.726,0.019,0.585,0.299,0.234,332155657.482,1584,0,0,0.144
refined,13,-0.595,-3.263,-1.908,0.119,0.353,-0.227,0.213,-0.018,0.347,122527656.148,1584,0,0,0.182
refined,14,-0.754,-3.928,-2.281,0.061,0.331,-0.280,0.220,-0.152,0.354,106729976.738,1584,0,0,0.192
refined,15,-0.789,-4.082,-2.367,0.006,0.274,-0.248,0.225,-0.157,0.296,104912024.127,1584,0,0,0.193
refined,16,-0.800,-4.167,-2.400,-0.017,0.248,-0.216,0.229,-0.153,0.265,104597845.878,1584,0,0,0.192
refined,17,-0.806,-4.216,-2.418,-0.027,0.237,-0.200,0.230,-0.152,0.251,104533294.203,1584,0,0,0.191
refined,18,-0.809,-4.239,-2.427,-0.031,0.232,-0.192,0.231,-0.152,0.245,104519582.238,1584,0,0,0.191
refined,19,-0.811,-4.251,-2.432,-0.033,0.229,-0.189,0.231,-0.152,0.242,104516642.694,1584,0,0,0.191
refined,20,-0.811,-4.256,-2.434,-0.034,0.228,-0.187,0.231,-0.152,0.241,104516010.126,1584,0,0,0.191
