attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.834,"[-1.448, -0.219]",0.615,-2.263,0.027,9.924,ngd,36,425800741.220,0.216,-1.000,0.166,0,0,fn
c,-6.397,"[-11.152, -1.642]",4.755,-2.244,0.028,9.924,ngd,36,425800741.220,0.216,-6.000,-0.397,0,0,fn
s,-2.833,"[-4.686, -0.98]",1.853,-2.550,0.013,9.924,ngd,36,425800741.220,0.216,-3.000,0.167,0,0,fn
k0,0.583,"[-0.505, 1.671]",1.088,0.893,0.375,9.924,ngd,36,425800741.220,0.216,0.000,0.583,0,0,fp
k1,1.467,"[0.233, 2.7]",1.233,1.984,0.051,9.924,ngd,36,425800741.220,0.216,0.000,1.467,0,1,fp
k2,0.301,"[-0.664, 1.267]",0.966,0.521,0.604,9.924,ngd,36,425800741.220,0.216,0.000,0.301,0,0,fp
k3,-0.519,"[-1.346, 0.309]",0.827,-1.046,0.299,9.924,ngd,36,425800741.220,0.216,0.000,-0.519,0,0,fp
k4,-1.380,"[-2.545, -0.216]",1.165,-1.977,0.052,9.924,ngd,36,425800741.220,0.216,0.000,-1.380,0,1,fp
k5,-1.182,"[-2.433, 0.07]",1.252,-1.575,0.120,9.924,ngd,36,425800741.220,0.216,0.000,-1.182,0,0,fp
vot,0.130,,,,,9.924,ngd,36,425800741.220,0.216,0.167,-0.036,0,0,fn
tt,-1.672,"[-3.962, 0.618]",2.290,-1.218,0.228,10.479,lm,36,1345502287.905,0.385,-1.000,-0.672,1,0,fn
c,-6.488,"[-16.592, 3.616]",10.104,-1.071,0.288,10.479,lm,36,1345502287.905,0.385,-6.000,-0.488,1,0,fn
s,-1.291,"[-4.163, 1.581]",2.872,-0.750,0.456,10.479,lm,36,1345502287.905,0.385,-3.000,1.709,1,0,fn
k0,0.273,"[-2.377, 2.923]",2.650,0.172,0.864,10.479,lm,36,1345502287.905,0.385,0.000,0.273,0,0,fp
k1,1.792,"[-2.567, 6.151]",4.359,0.686,0.495,10.479,lm,36,1345502287.905,0.385,0.000,1.792,0,0,fp
k2,0.354,"[-1.999, 2.707]",2.353,0.251,0.803,10.479,lm,36,1345502287.905,0.385,0.000,0.354,0,0,fp
k3,-0.571,"[-3.09, 1.949]",2.519,-0.378,0.707,10.479,lm,36,1345502287.905,0.385,0.000,-0.571,0,0,fp
k4,-1.718,"[-5.437, 2.001]",3.719,-0.770,0.444,10.479,lm,36,1345502287.905,0.385,0.000,-1.718,0,0,fp
k5,-1.742,"[-4.804, 1.319]",3.061,-0.949,0.346,10.479,lm,36,1345502287.905,0.385,0.000,-1.742,0,0,fp
vot,0.258,,,,,10.479,lm,36,1345502287.905,0.385,0.167,0.091,0,0,fn
tt,-0.956,"[-1.415, -0.497]",0.459,-3.474,0.001,20.465,ngd+lm,36,199754593.427,0.148,-1.000,0.044,0,0,fn
c,-5.346,"[-8.059, -2.634]",2.713,-3.287,0.002,20.465,ngd+lm,36,199754593.427,0.148,-6.000,0.654,0,0,fn
s,-2.794,"[-4.072, -1.515]",1.279,-3.643,0.001,20.465,ngd+lm,36,199754593.427,0.148,-3.000,0.206,0,0,fn
k0,0.269,"[-0.252, 0.791]",0.521,0.862,0.392,20.465,ngd+lm,36,199754593.427,0.148,0.000,0.269,0,0,fp
k1,0.021,"[-0.439, 0.481]",0.460,0.076,0.939,20.465,ngd+lm,36,199754593.427,0.148,0.000,0.021,0,0,fp
k2,-0.336,"[-0.881, 0.209]",0.545,-1.028,0.308,20.465,ngd+lm,36,199754593.427,0.148,0.000,-0.336,0,0,fp
k3,-0.185,"[-0.771, 0.401]",0.586,-0.527,0.600,20.465,ngd+lm,36,199754593.427,0.148,0.000,-0.185,0,0,fp
k4,0.099,"[-0.476, 0.675]",0.576,0.287,0.775,20.465,ngd+lm,36,199754593.427,0.148,0.000,0.099,0,0,fp
k5,0.064,"[-0.532, 0.661]",0.596,0.180,0.858,20.465,ngd+lm,36,199754593.427,0.148,0.000,0.064,0,0,fp
vot,0.179,,,,,20.465,ngd+lm,36,199754593.427,0.148,0.167,0.012,0,0,fn
