stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.331,"[-3.389, 0.727]",2.058,-1.172,0.268
norefined,c,-6.632,"[-15.252, 1.989]",8.621,-1.394,0.193
norefined,s,-2.998,"[-7.251, 1.255]",4.253,-1.278,0.230
norefined,k0,-0.783,"[-2.926, 1.36]",2.143,-0.662,0.523
norefined,k1,0.387,"[-1.703, 2.477]",2.090,0.336,0.744
norefined,k2,0.113,"[-3.476, 3.702]",3.589,0.057,0.955
norefined,k3,0.128,"[-1.399, 1.654]",1.527,0.151,0.883
norefined,k4,1.109,"[-1.06, 3.279]",2.169,0.927,0.376
norefined,k5,-0.038,"[-2.551, 2.476]",2.514,-0.027,0.979
refined,tt,-0.791,"[-1.298, -0.284]",0.507,-2.829,0.018
refined,c,-4.766,"[-7.631, -1.901]",2.865,-3.015,0.013
refined,s,-2.321,"[-3.426, -1.216]",1.105,-3.806,0.003
refined,k0,0.207,"[-0.435, 0.85]",0.643,0.585,0.571
refined,k1,-0.179,"[-0.809, 0.45]",0.629,-0.517,0.617
refined,k2,0.187,"[-0.829, 1.204]",1.017,0.334,0.745
refined,k3,-0.199,"[-0.79, 0.392]",0.591,-0.610,0.556
refined,k4,0.132,"[-1.02, 1.283]",1.151,0.207,0.840
refined,k5,0.356,"[-0.491, 1.203]",0.847,0.762,0.464
