stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.896,"[-1.594, -0.197]",0.698,-2.180,0.038
norefined,c,-6.664,"[-11.487, -1.842]",4.823,-2.348,0.026
norefined,s,-2.823,"[-5.052, -0.594]",2.229,-2.152,0.040
norefined,k0,-1.401,"[-3.129, 0.328]",1.729,-1.377,0.179
norefined,k1,0.740,"[-0.294, 1.773]",1.033,1.216,0.234
norefined,k2,-0.235,"[-1.67, 1.2]",1.435,-0.279,0.783
norefined,k3,-0.038,"[-0.898, 0.822]",0.860,-0.075,0.940
norefined,k4,1.360,"[0.08, 2.64]",1.280,1.806,0.081
norefined,k5,-0.108,"[-1.272, 1.056]",1.164,-0.157,0.876
refined,tt,-0.998,"[-1.466, -0.53]",0.468,-3.624,0.001
refined,c,-5.307,"[-7.587, -3.027]",2.280,-3.954,0.000
refined,s,-2.974,"[-4.327, -1.621]",1.353,-3.736,0.001
refined,k0,0.067,"[-0.472, 0.607]",0.540,0.213,0.833
refined,k1,-0.386,"[-0.923, 0.151]",0.537,-1.222,0.231
refined,k2,-0.382,"[-0.997, 0.233]",0.615,-1.055,0.300
refined,k3,-0.021,"[-0.488, 0.446]",0.467,-0.076,0.940
refined,k4,-0.245,"[-0.958, 0.467]",0.712,-0.585,0.563
refined,k5,0.129,"[-0.332, 0.59]",0.461,0.475,0.638
