attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.791,"[-1.298, -0.284]",0.507,-2.829,0.018,59,0.250,16023813.847,0.070,-1.000,0.209,0,0,fn
c,-4.766,"[-7.631, -1.901]",2.865,-3.015,0.013,59,0.250,16023813.847,0.070,-6.000,1.234,0,0,fn
s,-2.321,"[-3.426, -1.216]",1.105,-3.806,0.003,59,0.250,16023813.847,0.070,-3.000,0.679,0,0,fn
k0,0.207,"[-0.435, 0.85]",0.643,0.585,0.571,59,0.250,16023813.847,0.070,0.000,0.207,0,0,fp
k1,-0.179,"[-0.809, 0.45]",0.629,-0.517,0.617,59,0.250,16023813.847,0.070,0.000,-0.179,0,0,fp
k2,0.187,"[-0.829, 1.204]",1.017,0.334,0.745,59,0.250,16023813.847,0.070,0.000,0.187,0,0,fp
k3,-0.199,"[-0.79, 0.392]",0.591,-0.610,0.556,59,0.250,16023813.847,0.070,0.000,-0.199,0,0,fp
k4,0.132,"[-1.02, 1.283]",1.151,0.207,0.840,59,0.250,16023813.847,0.070,0.000,0.132,0,0,fp
k5,0.356,"[-0.491, 1.203]",0.847,0.762,0.464,59,0.250,16023813.847,0.070,0.000,0.356,0,0,fp
vot,0.166,,,,,59,0.250,16023813.847,0.070,0.167,-0.001,0,0,fn
tt,-0.998,"[-1.466, -0.53]",0.468,-3.624,0.001,59,0.500,45072121.749,0.092,-1.000,0.002,0,0,fn
c,-5.307,"[-7.587, -3.027]",2.280,-3.954,0.000,59,0.500,45072121.749,0.092,-6.000,0.693,0,0,fn
s,-2.974,"[-4.327, -1.621]",1.353,-3.736,0.001,59,0.500,45072121.749,0.092,-3.000,0.026,0,0,fn
k0,0.067,"[-0.472, 0.607]",0.540,0.213,0.833,59,0.500,45072121.749,0.092,0.000,0.067,0,0,fp
k1,-0.386,"[-0.923, 0.151]",0.537,-1.222,0.231,59,0.500,45072121.749,0.092,0.000,-0.386,0,0,fp
k2,-0.382,"[-0.997, 0.233]",0.615,-1.055,0.300,59,0.500,45072121.749,0.092,0.000,-0.382,0,0,fp
k3,-0.021,"[-0.488, 0.446]",0.467,-0.076,0.940,59,0.500,45072121.749,0.092,0.000,-0.021,0,0,fp
k4,-0.245,"[-0.958, 0.467]",0.712,-0.585,0.563,59,0.500,45072121.749,0.092,0.000,-0.245,0,0,fp
k5,0.129,"[-0.332, 0.59]",0.461,0.475,0.638,59,0.500,45072121.749,0.092,0.000,0.129,0,0,fp
vot,0.188,,,,,59,0.500,45072121.749,0.092,0.167,0.021,0,0,fn
tt,-0.892,"[-1.162, -0.623]",0.269,-5.556,0.000,59,0.750,72289651.689,0.097,-1.000,0.108,0,0,fn
c,-4.965,"[-6.46, -3.469]",1.496,-5.567,0.000,59,0.750,72289651.689,0.097,-6.000,1.035,0,0,fn
s,-2.642,"[-3.433, -1.852]",0.790,-5.606,0.000,59,0.750,72289651.689,0.097,-3.000,0.358,0,0,fn
k0,-0.095,"[-0.592, 0.403]",0.498,-0.320,0.751,59,0.750,72289651.689,0.097,0.000,-0.095,0,0,fp
k1,-0.081,"[-0.468, 0.305]",0.387,-0.353,0.726,59,0.750,72289651.689,0.097,0.000,-0.081,0,0,fp
k2,-0.170,"[-0.634, 0.294]",0.464,-0.614,0.542,59,0.750,72289651.689,0.097,0.000,-0.170,0,0,fp
k3,-0.007,"[-0.372, 0.357]",0.365,-0.034,0.973,59,0.750,72289651.689,0.097,0.000,-0.007,0,0,fp
k4,-0.115,"[-0.592, 0.363]",0.477,-0.403,0.689,59,0.750,72289651.689,0.097,0.000,-0.115,0,0,fp
k5,-0.110,"[-0.452, 0.233]",0.343,-0.538,0.593,59,0.750,72289651.689,0.097,0.000,-0.110,0,0,fp
vot,0.180,,,,,59,0.750,72289651.689,0.097,0.167,0.013,0,0,fn
