stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,67.007,1.765,0.000,57,0,9,1631767644.039,120302567.587
refined,137.491,1.765,0.000,57,0,9,1631767644.039,60933287.330
