stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,25.433,1.857,0.000,0,9,1387661259.227,156038236.301,38
refined,126.780,1.857,0.000,0,9,1387661259.227,34394421.675,38
