stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.915,"[-1.835, 0.005]",0.920,-1.690,0.102
norefined,c,-4.950,"[-9.746, -0.154]",4.796,-1.754,0.090
norefined,s,-1.536,"[-2.929, -0.143]",1.393,-1.874,0.071
norefined,k0,0.213,"[-0.809, 1.236]",1.023,0.355,0.725
norefined,k1,0.592,"[-0.564, 1.747]",1.156,0.870,0.391
norefined,k2,-1.849,"[-3.814, 0.117]",1.966,-1.598,0.121
norefined,k3,-0.654,"[-1.811, 0.503]",1.157,-0.961,0.345
norefined,k4,1.349,"[-0.199, 2.897]",1.548,1.480,0.150
norefined,k5,-0.907,"[-1.895, 0.08]",0.987,-1.562,0.129
refined,tt,-0.982,"[-1.542, -0.422]",0.560,-2.981,0.006
refined,c,-5.798,"[-8.823, -2.774]",3.024,-3.258,0.003
refined,s,-2.443,"[-3.975, -0.911]",1.532,-2.710,0.011
refined,k0,0.400,"[-0.146, 0.945]",0.546,1.246,0.223
refined,k1,0.580,"[0.123, 1.038]",0.458,2.155,0.040
refined,k2,-0.339,"[-0.779, 0.102]",0.441,-1.305,0.202
refined,k3,-0.195,"[-0.551, 0.16]",0.355,-0.934,0.358
refined,k4,-0.139,"[-0.528, 0.25]",0.389,-0.607,0.549
refined,k5,0.181,"[-0.21, 0.573]",0.391,0.786,0.438
