stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.855,"[-1.416, -0.294]",0.561,-2.557,0.014
norefined,c,-4.974,"[-8.325, -1.623]",3.351,-2.490,0.016
norefined,s,-1.709,"[-2.825, -0.593]",1.116,-2.568,0.013
norefined,k0,0.417,"[-0.433, 1.267]",0.850,0.822,0.415
norefined,k1,0.314,"[-0.725, 1.352]",1.039,0.507,0.615
norefined,k2,-1.592,"[-2.951, -0.232]",1.359,-1.964,0.055
norefined,k3,-0.851,"[-1.848, 0.145]",0.996,-1.433,0.158
norefined,k4,1.493,"[0.154, 2.832]",1.339,1.871,0.067
norefined,k5,-1.106,"[-1.979, -0.232]",0.873,-2.123,0.039
refined,tt,-1.205,"[-1.592, -0.817]",0.387,-5.215,0.000
refined,c,-7.086,"[-9.203, -4.97]",2.116,-5.615,0.000
refined,s,-3.416,"[-4.619, -2.213]",1.203,-4.762,0.000
refined,k0,0.243,"[-0.156, 0.642]",0.399,1.021,0.312
refined,k1,0.236,"[-0.17, 0.641]",0.406,0.974,0.335
refined,k2,-0.327,"[-0.664, 0.011]",0.337,-1.624,0.111
refined,k3,-0.204,"[-0.508, 0.099]",0.303,-1.130,0.264
refined,k4,0.014,"[-0.37, 0.397]",0.384,0.059,0.953
refined,k5,0.457,"[0.022, 0.893]",0.436,1.760,0.085
