stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,9.746,2.347,0.001,0,9,684683791.664,70072547.370,19
refined,65.429,2.347,0.000,0,9,684683791.664,11433157.879,19
