stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.986,"[-1.89, -0.081]",0.905,-1.817,0.074
norefined,c,-5.676,"[-10.895, -0.458]",5.219,-1.814,0.074
norefined,s,-2.288,"[-4.442, -0.134]",2.154,-1.771,0.081
norefined,k0,-1.876,"[-4.207, 0.455]",2.331,-1.342,0.184
norefined,k1,0.188,"[-1.177, 1.553]",1.365,0.230,0.819
norefined,k2,-0.015,"[-1.212, 1.183]",1.198,-0.020,0.984
norefined,k3,0.475,"[-0.595, 1.544]",1.069,0.740,0.462
norefined,k4,0.647,"[-1.697, 2.991]",2.344,0.461,0.647
norefined,k5,-0.663,"[-2.814, 1.488]",2.151,-0.514,0.609
refined,tt,-3.885,"[-10.569, 2.799]",6.684,-0.969,0.336
refined,c,-21.778,"[-58.068, 14.511]",36.289,-1.001,0.320
refined,s,-10.318,"[-27.35, 6.713]",17.031,-1.011,0.316
refined,k0,-3.036,"[-12.211, 6.14]",9.176,-0.552,0.583
refined,k1,-4.862,"[-13.263, 3.539]",8.401,-0.965,0.338
refined,k2,-5.435,"[-14.088, 3.219]",8.653,-1.048,0.299
refined,k3,3.715,"[-3.639, 11.07]",7.354,0.843,0.402
refined,k4,-1.613,"[-9.556, 6.331]",7.943,-0.339,0.736
refined,k5,2.084,"[-5.132, 9.299]",7.215,0.482,0.632
