attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.933,"[-1.3, -0.565]",0.367,-4.234,0.000,2,0.150,216837641.795,0.150,-1.000,0.067,0,0,fn
c,-5.898,"[-8.019, -3.777]",2.121,-4.638,0.000,2,0.150,216837641.795,0.150,-6.000,0.102,0,0,fn
s,-3.029,"[-4.146, -1.912]",1.117,-4.522,0.000,2,0.150,216837641.795,0.150,-3.000,-0.029,0,0,fn
k0,0.999,"[0.172, 1.825]",0.826,2.016,0.048,2,0.150,216837641.795,0.150,0.000,0.999,0,1,fp
k1,0.370,"[-0.273, 1.013]",0.643,0.961,0.340,2,0.150,216837641.795,0.150,0.000,0.370,0,0,fp
k2,0.137,"[-0.413, 0.687]",0.550,0.416,0.679,2,0.150,216837641.795,0.150,0.000,0.137,0,0,fp
k3,-0.297,"[-0.828, 0.233]",0.530,-0.936,0.353,2,0.150,216837641.795,0.150,0.000,-0.297,0,0,fp
k4,0.300,"[-0.575, 1.175]",0.875,0.572,0.569,2,0.150,216837641.795,0.150,0.000,0.300,0,0,fp
k5,-0.221,"[-1.11, 0.669]",0.889,-0.414,0.680,2,0.150,216837641.795,0.150,0.000,-0.221,0,0,fp
vot,0.158,,,,,2,0.150,216837641.795,0.150,0.167,-0.009,0,0,fn
tt,-3.885,"[-10.569, 2.799]",6.684,-0.969,0.336,2,0.250,533650194.463,0.236,-1.000,-2.885,1,0,fn
c,-21.778,"[-58.068, 14.511]",36.289,-1.001,0.320,2,0.250,533650194.463,0.236,-6.000,-15.778,1,0,fn
s,-10.318,"[-27.35, 6.713]",17.031,-1.011,0.316,2,0.250,533650194.463,0.236,-3.000,-7.318,1,0,fn
k0,-3.036,"[-12.211, 6.14]",9.176,-0.552,0.583,2,0.250,533650194.463,0.236,0.000,-3.036,0,0,fp
k1,-4.862,"[-13.263, 3.539]",8.401,-0.965,0.338,2,0.250,533650194.463,0.236,0.000,-4.862,0,0,fp
k2,-5.435,"[-14.088, 3.219]",8.653,-1.048,0.299,2,0.250,533650194.463,0.236,0.000,-5.435,0,0,fp
k3,3.715,"[-3.639, 11.07]",7.354,0.843,0.402,2,0.250,533650194.463,0.236,0.000,3.715,0,0,fp
k4,-1.613,"[-9.556, 6.331]",7.943,-0.339,0.736,2,0.250,533650194.463,0.236,0.000,-1.613,0,0,fp
k5,2.084,"[-5.132, 9.299]",7.215,0.482,0.632,2,0.250,533650194.463,0.236,0.000,2.084,0,0,fp
vot,0.178,,,,,2,0.250,533650194.463,0.236,0.167,0.012,0,0,fn
tt,-8.548,"[-46.618, 29.523]",38.071,-0.374,0.709,2,0.500,2026126061.310,0.465,-1.000,-7.548,1,0,fn
c,-47.388,"[-243.434, 148.657]",196.045,-0.403,0.688,2,0.500,2026126061.310,0.465,-6.000,-41.388,1,0,fn
s,-32.352,"[-166.295, 101.59]",133.943,-0.403,0.688,2,0.500,2026126061.310,0.465,-3.000,-29.352,1,0,fn
k0,-14.721,"[-75.941, 46.499]",61.220,-0.401,0.690,2,0.500,2026126061.310,0.465,0.000,-14.721,0,0,fp
k1,-7.746,"[-39.654, 24.163]",31.909,-0.405,0.687,2,0.500,2026126061.310,0.465,0.000,-7.746,0,0,fp
k2,-1.266,"[-22.846, 20.315]",21.580,-0.098,0.922,2,0.500,2026126061.310,0.465,0.000,-1.266,0,0,fp
k3,2.603,"[-6.272, 11.478]",8.875,0.489,0.626,2,0.500,2026126061.310,0.465,0.000,2.603,0,0,fp
k4,9.266,"[-36.032, 54.564]",45.298,0.341,0.734,2,0.500,2026126061.310,0.465,0.000,9.266,0,0,fp
k5,11.151,"[-29.732, 52.035]",40.883,0.455,0.651,2,0.500,2026126061.310,0.465,0.000,11.151,0,0,fp
vot,0.180,,,,,2,0.500,2026126061.310,0.465,0.167,0.014,0,0,fn
