stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,20.901,1.727,0.000,0,9,3216833877.807,844839319.691,76
refined,37.431,1.727,0.000,0,9,3216833877.807,533650194.464,76
