stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.888,"[-1.399, -0.378]",0.511,-2.956,0.006
norefined,c,-6.398,"[-10.088, -2.707]",3.691,-2.945,0.006
norefined,s,-3.356,"[-5.28, -1.432]",1.924,-2.964,0.006
norefined,k0,0.473,"[-0.613, 1.56]",1.087,0.740,0.465
norefined,k1,-0.538,"[-1.228, 0.152]",0.690,-1.324,0.196
norefined,k2,-0.736,"[-1.586, 0.113]",0.850,-1.473,0.152
norefined,k3,0.531,"[-0.206, 1.267]",0.736,1.225,0.230
norefined,k4,-0.595,"[-1.309, 0.119]",0.714,-1.417,0.167
norefined,k5,0.334,"[-0.508, 1.176]",0.842,0.674,0.506
refined,tt,-1.313,"[-1.938, -0.687]",0.626,-3.565,0.001
refined,c,-8.094,"[-12.394, -3.794]",4.300,-3.198,0.003
refined,s,-4.218,"[-6.415, -2.021]",2.197,-3.262,0.003
refined,k0,-0.021,"[-0.942, 0.9]",0.921,-0.039,0.969
refined,k1,-0.214,"[-0.881, 0.453]",0.667,-0.545,0.590
refined,k2,0.071,"[-0.562, 0.704]",0.633,0.190,0.851
refined,k3,0.553,"[-0.045, 1.152]",0.598,1.572,0.127
refined,k4,-0.493,"[-1.09, 0.103]",0.596,-1.406,0.170
refined,k5,0.259,"[-0.506, 1.024]",0.765,0.576,0.569
