attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.876,"[-3.327, -0.426]",1.450,-2.344,0.041,65,0.250,14741350.089,0.074,-1.000,-0.876,0,0,fn
c,-11.035,"[-23.404, 1.334]",12.369,-1.617,0.137,65,0.250,14741350.089,0.074,-6.000,-5.035,1,0,fn
s,-6.177,"[-12.462, 0.109]",6.285,-1.781,0.105,65,0.250,14741350.089,0.074,-3.000,-3.177,1,0,fn
k0,0.470,"[-1.428, 2.368]",1.898,0.449,0.663,65,0.250,14741350.089,0.074,0.000,0.470,0,0,fp
k1,1.142,"[-0.61, 2.894]",1.752,1.181,0.265,65,0.250,14741350.089,0.074,0.000,1.142,0,0,fp
k2,0.202,"[-0.814, 1.219]",1.016,0.361,0.726,65,0.250,14741350.089,0.074,0.000,0.202,0,0,fp
k3,0.115,"[-0.613, 0.842]",0.728,0.285,0.781,65,0.250,14741350.089,0.074,0.000,0.115,0,0,fp
k4,0.360,"[-0.545, 1.265]",0.905,0.721,0.487,65,0.250,14741350.089,0.074,0.000,0.360,0,0,fp
k5,-0.334,"[-1.473, 0.805]",1.139,-0.531,0.607,65,0.250,14741350.089,0.074,0.000,-0.334,0,0,fp
vot,0.170,,,,,65,0.250,14741350.089,0.074,0.167,0.003,0,0,fn
tt,-1.313,"[-1.938, -0.687]",0.626,-3.565,0.001,65,0.500,46145184.792,0.100,-1.000,-0.313,0,0,fn
c,-8.094,"[-12.394, -3.794]",4.300,-3.198,0.003,65,0.500,46145184.792,0.100,-6.000,-2.094,0,0,fn
s,-4.218,"[-6.415, -2.021]",2.197,-3.262,0.003,65,0.500,46145184.792,0.100,-3.000,-1.218,0,0,fn
k0,-0.021,"[-0.942, 0.9]",0.921,-0.039,0.969,65,0.500,46145184.792,0.100,0.000,-0.021,0,0,fp
k1,-0.214,"[-0.881, 0.453]",0.667,-0.545,0.590,65,0.500,46145184.792,0.100,0.000,-0.214,0,0,fp
k2,0.071,"[-0.562, 0.704]",0.633,0.190,0.851,65,0.500,46145184.792,0.100,0.000,0.071,0,0,fp
k3,0.553,"[-0.045, 1.152]",0.598,1.572,0.127,65,0.500,46145184.792,0.100,0.000,0.553,0,0,fp
k4,-0.493,"[-1.09, 0.103]",0.596,-1.406,0.170,65,0.500,46145184.792,0.100,0.000,-0.493,0,0,fp
k5,0.259,"[-0.506, 1.024]",0.765,0.576,0.569,65,0.500,46145184.792,0.100,0.000,0.259,0,0,fp
vot,0.162,,,,,65,0.500,46145184.792,0.100,0.167,-0.004,0,0,fn
tt,-1.461,"[-1.87, -1.052]",0.409,-5.990,0.000,65,0.750,63050685.074,0.094,-1.000,-0.461,0,0,fn
c,-8.120,"[-10.974, -5.267]",2.854,-4.773,0.000,65,0.750,63050685.074,0.094,-6.000,-2.120,0,0,fn
s,-4.124,"[-5.432, -2.816]",1.308,-5.289,0.000,65,0.750,63050685.074,0.094,-3.000,-1.124,0,0,fn
k0,-0.107,"[-0.622, 0.407]",0.515,-0.350,0.728,65,0.750,63050685.074,0.094,0.000,-0.107,0,0,fp
k1,0.087,"[-0.384, 0.559]",0.472,0.311,0.757,65,0.750,63050685.074,0.094,0.000,0.087,0,0,fp
k2,0.317,"[-0.157, 0.79]",0.473,1.121,0.268,65,0.750,63050685.074,0.094,0.000,0.317,0,0,fp
k3,0.532,"[0.143, 0.921]",0.389,2.295,0.026,65,0.750,63050685.074,0.094,0.000,0.532,0,1,fp
k4,0.292,"[-0.079, 0.663]",0.371,1.320,0.193,65,0.750,63050685.074,0.094,0.000,0.292,0,0,fp
k5,-0.459,"[-0.935, 0.016]",0.475,-1.620,0.112,65,0.750,63050685.074,0.094,0.000,-0.459,0,0,fp
vot,0.180,,,,,65,0.750,63050685.074,0.094,0.167,0.013,0,0,fn
