stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,20.938,2.347,0.000,19,0,9,619318073.137,31209696.265
refined,45.569,2.347,0.000,19,0,9,619318073.137,14741350.089
