stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.003,"[-1.382, -0.625]",0.378,-4.448,0.000
norefined,c,-6.206,"[-8.89, -3.521]",2.684,-3.877,0.000
norefined,s,-3.515,"[-4.891, -2.139]",1.376,-4.285,0.000
norefined,k0,0.451,"[-0.205, 1.107]",0.656,1.152,0.255
norefined,k1,-0.662,"[-1.182, -0.142]",0.520,-2.135,0.038
norefined,k2,-0.791,"[-1.451, -0.131]",0.660,-2.010,0.050
norefined,k3,0.477,"[0.026, 0.927]",0.451,1.775,0.082
norefined,k4,-0.333,"[-0.777, 0.111]",0.444,-1.259,0.214
norefined,k5,0.143,"[-0.366, 0.653]",0.510,0.472,0.639
refined,tt,-1.461,"[-1.87, -1.052]",0.409,-5.990,0.000
refined,c,-8.120,"[-10.974, -5.267]",2.854,-4.773,0.000
refined,s,-4.124,"[-5.432, -2.816]",1.308,-5.289,0.000
refined,k0,-0.107,"[-0.622, 0.407]",0.515,-0.350,0.728
refined,k1,0.087,"[-0.384, 0.559]",0.472,0.311,0.757
refined,k2,0.317,"[-0.157, 0.79]",0.473,1.121,0.268
refined,k3,0.532,"[0.143, 0.921]",0.389,2.295,0.026
refined,k4,0.292,"[-0.079, 0.663]",0.371,1.320,0.193
refined,k5,-0.459,"[-0.935, 0.016]",0.475,-1.620,0.112
