stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.313,-6.592,-3.989,-0.167,-1.829,-0.339,-0.548,-0.759,-1.191,1045005270.307,1584,0,0,0.048
norefined,2,-0.801,-6.621,-3.909,-0.191,-1.781,-0.367,-0.561,-0.730,-1.199,682131216.814,1584,0,0,0.121
norefined,3,-1.261,-6.631,-3.871,-0.106,-1.665,-0.378,-0.620,-0.659,-1.109,558116900.186,1584,0,0,0.190
norefined,4,-1.084,-6.705,-3.964,0.119,-1.356,-0.355,-0.735,-0.603,-0.905,487678836.227,1584,0,0,0.162
norefined,5,-1.540,-6.695,-3.930,0.197,-1.214,-0.336,-0.781,-0.559,-0.804,494831027.457,1584,0,0,0.230
norefined,6,-1.094,-6.759,-4.016,0.298,-1.080,-0.311,-0.832,-0.572,-0.713,454145520.056,1584,0,0,0.162
norefined,7,-1.583,-6.734,-3.954,0.294,-1.013,-0.306,-0.851,-0.553,-0.681,470947199.104,1584,0,0,0.235
norefined,8,-1.125,-6.794,-4.039,0.381,-0.905,-0.266,-0.887,-0.581,-0.601,437351384.609,1584,0,0,0.166
norefined,9,-1.616,-6.767,-3.965,0.352,-0.863,-0.269,-0.903,-0.568,-0.592,458376142.814,1584,0,0,0.239
norefined,10,-1.152,-6.826,-4.049,0.429,-0.773,-0.219,-0.929,-0.608,-0.519,427990837.094,1584,0,0,0.169
refined,11,-1.152,-6.826,-4.049,0.429,-0.773,-0.219,-0.929,-0.608,-0.519,427990837.094,1584,0,0,0.169
refined,12,-1.183,-6.254,-3.218,-0.249,0.070,0.769,-1.739,-0.651,-0.489,372080318.381,1584,0,0,0.189
refined,13,-1.137,-6.038,-3.062,-0.311,0.320,0.822,-1.587,-0.782,-0.442,369679277.413,1584,0,0,0.188
refined,14,-1.188,-6.267,-3.168,-0.302,0.328,0.847,-1.677,-0.847,-0.456,369528383.168,1584,0,0,0.190
refined,15,-1.191,-6.275,-3.169,-0.286,0.330,0.846,-1.677,-0.868,-0.456,369505998.887,1584,0,0,0.190
refined,16,-1.202,-6.328,-3.194,-0.287,0.334,0.852,-1.696,-0.882,-0.455,369501791.560,1584,0,0,0.190
refined,17,-1.202,-6.323,-3.192,-0.282,0.333,0.850,-1.694,-0.886,-0.456,369500935.893,1584,0,0,0.190
refined,18,-1.204,-6.338,-3.199,-0.283,0.334,0.852,-1.699,-0.889,-0.455,369500747.847,1584,0,0,0.190
refined,19,-1.204,-6.334,-3.197,-0.282,0.333,0.851,-1.697,-0.889,-0.455,369500701.578,1584,0,0,0.190
refined,20,-1.205,-6.338,-3.199,-0.282,0.334,0.852,-1.699,-0.890,-0.455,369500688.448,1584,0,0,0.190
