stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.024,"[-1.991, -0.057]",0.967,-2.113,0.038
norefined,c,-6.689,"[-12.881, -0.497]",6.192,-2.156,0.035
norefined,s,-4.141,"[-8.123, -0.159]",3.982,-2.076,0.042
norefined,k0,0.728,"[-0.738, 2.195]",1.466,0.991,0.325
norefined,k1,-0.858,"[-2.553, 0.837]",1.695,-1.010,0.316
norefined,k2,-0.324,"[-2.101, 1.452]",1.777,-0.364,0.717
norefined,k3,-0.620,"[-2.348, 1.107]",1.727,-0.717,0.476
norefined,k4,-0.290,"[-1.6, 1.021]",1.310,-0.441,0.661
norefined,k5,-0.544,"[-1.761, 0.674]",1.217,-0.892,0.376
refined,tt,-0.258,"[-0.325, -0.19]",0.067,-7.646,0.000
refined,c,-1.795,"[-2.251, -1.34]",0.456,-7.866,0.000
refined,s,-0.915,"[-1.151, -0.679]",0.236,-7.737,0.000
refined,k0,0.209,"[-0.061, 0.48]",0.271,1.544,0.127
refined,k1,0.072,"[-0.187, 0.332]",0.259,0.557,0.579
refined,k2,0.024,"[-0.327, 0.376]",0.351,0.138,0.890
refined,k3,0.255,"[-0.027, 0.538]",0.282,1.806,0.075
refined,k4,0.253,"[-0.017, 0.522]",0.269,1.873,0.065
refined,k5,-0.175,"[-0.411, 0.06]",0.236,-1.485,0.142
