stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,34.488,1.857,0.000,38,0,9,1541750794.865,131737270.381
refined,265.638,1.857,0.000,38,0,9,1541750794.865,18477528.403
